id|drop_mesh1|icon|durability|weight|material|crystallizable|stackable|family|grade
2302|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2303|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2304|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2305|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2306|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2307|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2308|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2309|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2310|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2311|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2312|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2313|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2314|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2315|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2316|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2317|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2318|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2319|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2320|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2321|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2322|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2323|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2324|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2325|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2326|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2327|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2328|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2329|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2330|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2331|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2332|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2333|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2334|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2335|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2336|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2337|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2338|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2339|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2340|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2341|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2342|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2343|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2344|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2345|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2346|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2347|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2348|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2349|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2350|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2351|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2352|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2353|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2354|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2355|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2356|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2357|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2358|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2359|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2360|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2361|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2362|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2363|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2364|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2365|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2366|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2367|dropitems.drop_scroll_m00|icon.etc_recipe_yellow_i00|-1|30|53|0|2|5|0
2375|dropitems.drop_necklace_m00|icon.etc_prefect_belt_i00|-1|10|19|0|0|7|0
2508|dropitems.drop_bone_m00|icon.etc_piece_bone_red_i00|-1|3|53|0|2|6|0
2509|dropitems.drop_spirit_bullet_m00|icon.etc_spell_shot_white_i00|-1|4|18|0|2|38|0
2510|dropitems.drop_spirit_bullet_m00|icon.etc_spell_shot_blue_i00|-1|4|18|0|2|38|1
2511|dropitems.drop_spirit_bullet_m00|icon.etc_spell_shot_green_i00|-1|2|18|0|2|38|2
2512|dropitems.drop_spirit_bullet_m00|icon.etc_spell_shot_red_i00|-1|2|18|0|2|38|3
2513|dropitems.drop_spirit_bullet_m00|icon.etc_spell_shot_silver_i00|-1|1|18|0|2|38|4
2514|dropitems.drop_spirit_bullet_m00|icon.etc_spell_shot_gold_i00|-1|1|18|0|2|38|5
2515|dropitems.drop_sack_m00|icon.etc_pouch_yellow_i00|-1|10|53|0|2|0|0
2627|dropitems.drop_sack_m00|icon.etc_jewel_silver_i00|-1|0|8|0|2|0|0
2628|dropitems.drop_sack_m00|icon.etc_scroll_gray_i00|-1|0|8|0|2|0|0
2629|dropitems.drop_sack_m00|icon.etc_eyeball_i00|-1|0|8|0|2|0|0
2630|dropitems.drop_sack_m00|icon.etc_eyeball_i00|-1|0|8|0|2|0|0
2631|dropitems.drop_sack_m00|icon.etc_scroll_of_enchant_weapon_i01|-1|0|8|0|2|0|0
2632|dropitems.drop_sack_m00|icon.etc_mold_i00|-1|0|8|0|2|0|0
2633|dropitems.drop_sack_m00|icon.accessary_necklace_of_holy_spirit_i00|-1|0|8|0|2|0|0
2634|dropitems.drop_sack_m00|icon.etc_piece_of_paper_white_i00|-1|0|8|0|2|0|0
2635|dropitems.drop_sack_m00|icon.etc_crystal_ball_red_i00|-1|0|8|0|2|0|0
2636|dropitems.drop_sack_m00|icon.etc_mirror_i00|-1|0|8|0|2|0|0
2637|dropitems.drop_sack_m00|icon.etc_crystal_ball_white_i00|-1|0|8|0|2|0|0
2638|dropitems.drop_sack_m00|icon.etc_leather_gray_i00|-1|0|8|0|2|0|0
2639|dropitems.drop_sack_m00|icon.etc_letter_white_i00|-1|0|8|0|2|0|0
2640|dropitems.drop_sack_m00|icon.etc_crystal_ball_silver_i00|-1|0|8|0|2|0|0
2641|dropitems.drop_sack_m00|icon.etc_jewel_box_i00|-1|0|8|0|2|0|0
2642|dropitems.drop_sack_m00|icon.etc_oil_pot_white_i00|-1|0|8|0|2|0|0
2643|dropitems.drop_sack_m00|icon.etc_skull_white_i00|-1|0|8|0|2|0|0
2644|dropitems.drop_sack_m00|icon.etc_rib_white_i00|-1|0|8|0|2|0|0
2645|dropitems.drop_sack_m00|icon.etc_piece_bone_white_i00|-1|0|8|0|2|0|0
2646|dropitems.drop_sack_m00|icon.etc_letter_blue_i00|-1|0|8|0|2|0|0
2647|dropitems.drop_sack_m00|icon.etc_scroll_white_i00|-1|0|8|0|2|0|0
2648|dropitems.drop_sack_m00|icon.etc_scroll_of_resurrection_i01|-1|0|8|0|2|0|0
2649|dropitems.drop_sack_m00|icon.etc_scroll_of_return_i00|-1|0|8|0|2|0|0
2650|dropitems.drop_sack_m00|icon.etc_letter_blue_i00|-1|0|8|0|2|0|0
2651|dropitems.drop_sack_m00|icon.etc_letter_red_i00|-1|0|8|0|2|0|0
2652|dropitems.drop_sack_m00|icon.etc_letter_white_i00|-1|0|8|0|2|0|0
2653|dropitems.drop_sack_m00|icon.etc_crystal_blue_i00|-1|0|8|0|2|0|0
2654|dropitems.drop_sack_m00|icon.etc_crystal_red_i00|-1|0|8|0|2|0|0
2655|dropitems.drop_sack_m00|icon.etc_crystal_silver_i00|-1|0|8|0|2|0|0
2656|dropitems.drop_sack_m00|icon.etc_crystal_white_i00|-1|0|8|0|2|0|0
2657|dropitems.drop_sack_m00|icon.etc_crystal_gold_i00|-1|0|8|0|2|0|0
2658|dropitems.drop_sack_m00|icon.etc_jewel_box_i00|-1|0|8|0|2|0|0
2659|dropitems.drop_sack_m00|icon.etc_scroll_of_enchant_armor_i01|-1|0|8|0|2|0|0
2660|dropitems.drop_sack_m00|icon.etc_parasite_i00|-1|0|8|0|2|0|0
2661|dropitems.drop_sack_m00|icon.etc_crystal_green_i00|-1|0|8|0|2|0|0
2662|dropitems.drop_sack_m00|icon.etc_recipe_blue_i00|-1|0|8|0|2|0|0
2663|dropitems.drop_sack_m00|icon.etc_piece_of_paper_white_i00|-1|0|8|0|2|0|0
2664|dropitems.drop_sack_m00|icon.etc_squares_wood_i00|-1|0|8|0|2|0|0
2665|dropitems.drop_sack_m00|icon.etc_recipe_red_i00|-1|0|8|0|2|0|0
2666|dropitems.drop_sack_m00|icon.etc_scroll_of_enchant_weapon_i01|-1|0|8|0|2|0|0
2667|dropitems.drop_sack_m00|icon.etc_piece_of_paper_black_i00|-1|0|8|0|2|0|0
2668|dropitems.drop_sack_m00|icon.etc_crystal_blue_i00|-1|0|8|0|2|0|0
2669|dropitems.drop_sack_m00|icon.etc_crystal_silver_i00|-1|0|8|0|2|0|0
2670|dropitems.drop_sack_m00|icon.etc_crystal_white_i00|-1|0|8|0|2|0|0
2671|dropitems.drop_sack_m00|icon.etc_crystal_green_i00|-1|0|8|0|2|0|0
2672|dropitems.drop_sack_m00|icon.etc_scroll_of_enchant_weapon_i00|-1|0|8|0|2|0|0
2673|dropitems.drop_sack_m00|icon.etc_jewel_green_i00|-1|0|8|0|2|0|0
2674|dropitems.drop_sack_m00|icon.etc_jewel_blue_i00|-1|0|8|0|2|0|0
2675|dropitems.drop_sack_m00|icon.shield_shield_of_mana_i00|-1|0|8|0|2|0|0
2676|dropitems.drop_sack_m00|icon.shield_shield_of_pledge_i00|-1|0|8|0|2|0|0
2677|dropitems.drop_sack_m00|icon.shield_round_shield_i00|-1|0|8|0|2|0|0
2678|dropitems.drop_sack_m00|icon.etc_scroll_gray_i00|-1|0|8|0|2|0|0
2679|dropitems.drop_sack_m00|icon.etc_letter_blue_i00|-1|0|8|0|2|0|0
2680|dropitems.drop_sack_m00|icon.etc_letter_red_i00|-1|0|8|0|2|0|0
2681|dropitems.drop_sack_m00|icon.etc_letter_white_i00|-1|0|8|0|2|0|0
2682|dropitems.drop_sack_m00|icon.etc_pouch_yellow_i00|-1|0|8|0|2|0|0
2683|dropitems.drop_sack_m00|icon.etc_letter_blue_i00|-1|0|8|0|2|0|0
2684|dropitems.drop_sack_m00|icon.etc_scroll_of_enchant_armor_i00|-1|0|8|0|2|0|0
2685|dropitems.drop_sack_m00|icon.etc_scroll_of_resurrection_i00|-1|0|8|0|2|0|0
2686|dropitems.drop_sack_m00|icon.etc_scroll_of_return_i00|-1|0|8|0|2|0|0
2687|dropitems.drop_sack_m00|icon.etc_map_piece_yellow_i00|-1|0|8|0|2|0|0
2688|dropitems.drop_sack_m00|icon.etc_gem_clear_i00|-1|0|8|0|2|0|0
2689|dropitems.drop_sack_m00|icon.shield_sages_shield_i01|-1|0|8|0|2|0|0
2690|dropitems.drop_sack_m00|icon.shield_doom_shield_i00|-1|0|8|0|2|0|0
2691|dropitems.drop_sack_m00|icon.shield_another_worlds_shield_i01|-1|0|8|0|2|0|0
2692|dropitems.drop_sack_m00|icon.etc_piece_of_paper_gray_i00|-1|0|8|0|2|0|0
2693|dropitems.drop_sack_m00|icon.etc_coins_blue_i00|-1|0|8|0|2|0|0
2694|dropitems.drop_sack_m00|icon.etc_piece_of_paper_black_i00|-1|0|8|0|2|0|0
2695|dropitems.drop_sack_m00|icon.etc_leather_yellow_i00|-1|0|8|0|2|0|0
2696|dropitems.drop_sack_m00|icon.etc_totem_necklace_red_i00|-1|0|8|0|2|0|0
2697|dropitems.drop_sack_m00|icon.etc_leather_brown_i00|-1|0|8|0|2|0|0
2698|dropitems.drop_sack_m00|icon.etc_coins_gold_i00|-1|0|8|0|2|0|0
2699|dropitems.drop_sack_m00|icon.etc_letter_red_i00|-1|0|8|0|2|0|0
2700|dropitems.drop_sack_m00|icon.etc_key_i00|-1|0|8|0|2|0|0
2701|dropitems.drop_sack_m00|icon.etc_letter_white_i00|-1|0|8|0|2|0|0
2702|dropitems.drop_sack_m00|icon.etc_letter_blue_i00|-1|0|8|0|2|0|0
2703|dropitems.drop_sack_m00|icon.etc_spell_books_blue_i00|-1|0|8|0|2|0|0
2704|dropitems.drop_sack_m00|icon.etc_plate_silver_i00|-1|0|8|0|2|0|0
2705|dropitems.drop_sack_m00|icon.accessary_aquastone_ring_i00|-1|0|8|0|2|0|0
2706|dropitems.drop_sack_m00|icon.etc_spell_books_blue_i00|-1|0|8|0|2|0|0
2707|dropitems.drop_sack_m00|icon.etc_spell_books_red_i00|-1|0|8|0|2|0|0
2708|dropitems.drop_sack_m00|icon.weapon_apprentices_spellbook_i00|-1|0|8|0|2|0|0
2709|dropitems.drop_sack_m00|icon.weapon_apprentices_spellbook_i01|-1|0|8|0|2|0|0
2710|dropitems.drop_sack_m00|icon.etc_scroll_gray_i00|-1|0|8|0|2|0|0
2711|dropitems.drop_sack_m00|icon.weapon_apprentices_spellbook_i01|-1|0|8|0|2|0|0
2712|dropitems.drop_sack_m00|icon.etc_spell_books_red_i00|-1|0|8|0|2|0|0
2713|dropitems.drop_sack_m00|icon.etc_potion_gold_i00|-1|0|8|0|2|0|0
2714|dropitems.drop_sack_m00|icon.etc_gem_clear_i00|-1|0|8|0|2|0|0
2715|dropitems.drop_sack_m00|icon.etc_piece_of_paper_white_i00|-1|0|8|0|2|0|0
2716|dropitems.drop_sack_m00|icon.etc_leather_gray_i00|-1|0|8|0|2|0|0
2717|dropitems.drop_sack_m00|icon.etc_lesser_potion_scarlet_i00|-1|0|8|0|2|0|0
2718|dropitems.drop_sack_m00|icon.etc_reagent_red_i00|-1|0|8|0|2|0|0
2719|dropitems.drop_sack_m00|icon.etc_horn_i00|-1|0|8|0|2|0|0
2720|dropitems.drop_sack_m00|icon.etc_coins_silver_i00|-1|0|8|0|2|0|0
2721|dropitems.drop_sack_m00|icon.etc_jewel_silver_i00|-1|0|8|0|2|0|0
2722|dropitems.drop_sack_m00|icon.etc_spellbook_gray_i00|-1|0|8|0|2|0|0
2723|dropitems.drop_sack_m00|icon.etc_totem_necklace_black_i00|-1|0|8|0|2|0|0
2724|dropitems.drop_sack_m00|icon.etc_bead_red_i00|-1|0|8|0|2|0|0
2725|dropitems.drop_sack_m00|icon.etc_gem_red_i00|-1|0|8|0|2|0|0
2726|dropitems.drop_sack_m00|icon.weapon_apprentices_spellbook_i00|-1|0|8|0|2|0|0
2727|dropitems.drop_sack_m00|icon.etc_badge_black_i00|-1|0|8|0|2|0|0
2728|dropitems.drop_sack_m00|icon.etc_plate_black_i00|-1|0|8|0|2|0|0
2729|dropitems.drop_sack_m00|icon.etc_mane_i00|-1|0|8|0|2|0|0
2730|dropitems.drop_sack_m00|icon.etc_jewel_box_i00|-1|0|8|0|2|0|0
2731|dropitems.drop_sack_m00|icon.etc_spell_books_red_i00|-1|0|8|0|2|0|0
2732|dropitems.drop_sack_m00|icon.etc_bark_gold_i00|-1|0|8|0|2|0|0
2733|dropitems.drop_sack_m00|icon.etc_piece_of_paper_gray_i00|-1|0|8|0|2|0|0
2734|dropitems.drop_sack_m00|icon.etc_jewel_green_i00|-1|0|8|0|2|0|0
2735|dropitems.drop_sack_m00|icon.etc_scroll_of_enchant_armor_i00|-1|0|8|0|2|0|0
2736|dropitems.drop_sack_m00|icon.etc_scroll_of_enchant_weapon_i00|-1|0|8|0|2|0|0
2737|dropitems.drop_sack_m00|icon.etc_scroll_of_resurrection_i00|-1|0|8|0|2|0|0
2738|dropitems.drop_sack_m00|icon.etc_scroll_of_return_i00|-1|0|8|0|2|0|0
2739|dropitems.drop_sack_m00|icon.etc_scroll_gray_i00|-1|0|8|0|2|0|0
2740|dropitems.drop_sack_m00|icon.etc_scroll_of_enchant_weapon_i01|-1|0|8|0|2|0|0
2741|dropitems.drop_sack_m00|icon.etc_scroll_of_enchant_armor_i01|-1|0|8|0|2|0|0
2742|dropitems.drop_sack_m00|icon.etc_scroll_of_resurrection_i01|-1|0|8|0|2|0|0
2743|dropitems.drop_sack_m00|icon.etc_scroll_of_return_i01|-1|0|8|0|2|0|0
2744|dropitems.drop_sack_m00|icon.etc_letter_white_i00|-1|0|8|0|2|0|0
2745|dropitems.drop_sack_m00|icon.etc_letter_red_i00|-1|0|8|0|2|0|0
2746|dropitems.drop_sack_m00|icon.etc_potion_green_i00|-1|0|8|0|2|0|0
2747|dropitems.drop_sack_m00|icon.etc_broken_crystal_green_i00|-1|0|8|0|2|0|0
2748|dropitems.drop_sack_m00|icon.etc_letter_blue_i00|-1|0|8|0|2|0|0
2749|dropitems.drop_sack_m00|icon.etc_reagent_red_i00|-1|0|8|0|2|0|0
2750|dropitems.drop_sack_m00|icon.etc_reagent_green_i00|-1|0|8|0|2|0|0
2751|dropitems.drop_sack_m00|icon.etc_reagent_blue_i00|-1|0|8|0|2|0|0
2752|dropitems.drop_sack_m00|icon.etc_potion_red_i00|-1|0|8|0|2|0|0
2753|dropitems.drop_sack_m00|icon.etc_potion_gold_i00|-1|0|8|0|2|0|0
2754|dropitems.drop_sack_m00|icon.etc_potion_blue_i00|-1|0|8|0|2|0|0
2755|dropitems.drop_sack_m00|icon.etc_letter_blue_i00|-1|0|8|0|2|0|0
2756|dropitems.drop_sack_m00|icon.etc_totem_black_i00|-1|0|8|0|2|0|0
2757|dropitems.drop_sack_m00|icon.etc_piece_of_paper_black_i00|-1|0|8|0|2|0|0
2758|dropitems.drop_sack_m00|icon.etc_piece_of_paper_gray_i00|-1|0|8|0|2|0|0
2759|dropitems.drop_sack_m00|icon.etc_piece_of_paper_white_i00|-1|0|8|0|2|0|0
2760|dropitems.drop_sack_m00|icon.etc_scroll_white_i00|-1|0|8|0|2|0|0
2761|dropitems.drop_sack_m00|icon.etc_poison_pouch_i00|-1|0|8|0|2|0|0
2762|dropitems.drop_sack_m00|icon.etc_jewel_red_i00|-1|0|8|0|2|0|0
2763|dropitems.drop_sack_m00|icon.etc_scroll_of_enchant_armor_i01|-1|0|8|0|2|0|0
2764|dropitems.drop_sack_m00|icon.etc_scroll_of_enchant_weapon_i01|-1|0|8|0|2|0|0
2765|dropitems.drop_sack_m00|icon.etc_scroll_of_resurrection_i01|-1|0|8|0|2|0|0
2766|dropitems.drop_sack_m00|icon.etc_scroll_of_return_i01|-1|0|8|0|2|0|0
2767|dropitems.drop_sack_m00|icon.etc_scroll_of_enchant_armor_i00|-1|0|8|0|2|0|0
2768|dropitems.drop_sack_m00|icon.etc_stone_black_i00|-1|0|8|0|2|0|0
2769|dropitems.drop_sack_m00|icon.etc_insect_leg_i00|-1|0|8|0|2|0|0
2770|dropitems.drop_sack_m00|icon.etc_fang_red_i00|-1|0|8|0|2|0|0
2771|dropitems.drop_sack_m00|icon.etc_fang_gray_i00|-1|0|8|0|2|0|0
2772|dropitems.drop_sack_m00|icon.accessary_necklace_of_anguish_i00|-1|0|8|0|2|0|0
2773|dropitems.drop_sack_m00|icon.etc_totem_necklace_red_i00|-1|0|8|0|2|0|0
2774|dropitems.drop_sack_m00|icon.etc_orcish_talisman_i00|-1|0|8|0|2|0|0
2775|dropitems.drop_sack_m00|icon.etc_meat_i00|-1|0|8|0|2|0|0
2776|dropitems.drop_sack_m00|icon.accessary_cerberuss_ring_i00|-1|0|8|0|2|0|0
2777|dropitems.drop_sack_m00|icon.weapon_wooden_arrow_i01|-1|0|8|0|2|0|0
2778|dropitems.drop_sack_m00|icon.etc_scroll_white_i00|-1|0|8|0|2|0|0
2779|dropitems.drop_sack_m00|icon.etc_leather_brown_i00|-1|0|8|0|2|0|0
2780|dropitems.drop_sack_m00|icon.etc_stone_gray_i00|-1|0|8|0|2|0|0
2781|dropitems.drop_sack_m00|icon.etc_leather_gray_i00|-1|0|8|0|2|0|0
2782|dropitems.drop_sack_m00|icon.etc_piece_of_cloth_black_i00|-1|0|8|0|2|0|0
2783|dropitems.drop_sack_m00|icon.weapon_spike_club_i00|-1|0|8|0|2|0|0
2784|dropitems.drop_sack_m00|icon.etc_scroll_gray_i00|-1|0|8|0|2|0|0
2785|dropitems.drop_sack_m00|icon.etc_letter_white_i00|-1|0|8|0|2|0|0
2786|dropitems.drop_sack_m00|icon.etc_recipe_blue_i00|-1|0|8|0|2|0|0
2787|dropitems.drop_sack_m00|icon.etc_totem_necklace_green_i00|-1|0|8|0|2|0|0
2788|dropitems.drop_sack_m00|icon.etc_recipe_red_i00|-1|0|8|0|2|0|0
2789|dropitems.drop_sack_m00|icon.etc_fang_ivory_i00|-1|0|8|0|2|0|0
2790|dropitems.drop_sack_m00|icon.etc_scroll_white_i00|-1|0|8|0|2|0|0
2791|dropitems.drop_sack_m00|icon.etc_map_yellow_i00|-1|0|8|0|2|0|0
2792|dropitems.drop_sack_m00|icon.etc_map_yellow_i00|-1|0|8|0|2|0|0
2793|dropitems.drop_sack_m00|icon.etc_piece_of_paper_white_i00|-1|0|8|0|2|0|0
2794|dropitems.drop_sack_m00|icon.etc_piece_of_paper_white_i00|-1|0|8|0|2|0|0
2795|dropitems.drop_sack_m00|icon.etc_spell_books_red_i00|-1|0|8|0|2|0|0
2796|dropitems.drop_sack_m00|icon.etc_letter_blue_i00|-1|0|8|0|2|0|0
2797|dropitems.drop_sack_m00|icon.etc_powder_red_i00|-1|0|8|0|2|0|0
2798|dropitems.drop_sack_m00|icon.etc_lesser_potion_purple_i00|-1|0|8|0|2|0|0
2799|dropitems.drop_sack_m00|icon.etc_piece_of_paper_black_i00|-1|0|8|0|2|0|0
2800|dropitems.drop_sack_m00|icon.etc_spellbook_blue_i00|-1|0|8|0|2|0|0
2801|dropitems.drop_sack_m00|icon.etc_map_piece_yellow_i00|-1|0|8|0|2|0|0
2802|dropitems.drop_sack_m00|icon.etc_map_piece_yellow_i00|-1|0|8|0|2|0|0
2803|dropitems.drop_sack_m00|icon.etc_map_yellow_i00|-1|0|8|0|2|0|0
2804|dropitems.drop_sack_m00|icon.etc_map_yellow_i00|-1|0|8|0|2|0|0
2805|dropitems.drop_sack_m00|icon.etc_map_ivory_i00|-1|0|8|0|2|0|0
2806|dropitems.drop_sack_m00|icon.etc_key_i00|-1|0|8|0|2|0|0
2807|dropitems.drop_sack_m00|icon.etc_lump_yellow_i00|-1|0|8|0|2|0|0
2808|dropitems.drop_sack_m00|icon.etc_letter_white_i00|-1|0|8|0|2|0|0
2809|dropitems.drop_sack_m00|icon.etc_badge_gold_i00|-1|0|8|0|2|0|0
2810|dropitems.drop_sack_m00|icon.etc_letter_blue_i00|-1|0|8|0|2|0|0
2811|dropitems.drop_sack_m00|icon.etc_piece_of_paper_white_i00|-1|0|8|0|2|0|0
2812|dropitems.drop_sack_m00|icon.etc_plate_white_i00|-1|0|8|0|2|0|0
2813|dropitems.drop_sack_m00|icon.etc_orcish_talisman_i00|-1|0|8|0|2|0|0
2814|dropitems.drop_sack_m00|icon.etc_stone_gray_i00|-1|0|8|0|2|0|0
2815|dropitems.drop_sack_m00|icon.etc_letter_red_i00|-1|0|8|0|2|0|0
2816|dropitems.drop_sack_m00|icon.etc_scroll_gray_i00|-1|0|8|0|2|0|0
2817|dropitems.drop_sack_m00|icon.etc_scroll_white_i00|-1|0|8|0|2|0|0
2818|dropitems.drop_sack_m00|icon.weapon_scroll_of_wisdom_i00|-1|0|8|0|2|0|0
2819|dropitems.drop_sack_m00|icon.weapon_scroll_of_wisdom_i01|-1|0|8|0|2|0|0
2820|dropitems.drop_sack_m00|icon.etc_jewel_white_i00|-1|0|8|0|2|0|0
2821|dropitems.drop_sack_m00|icon.etc_jewel_gold_i00|-1|0|8|0|2|0|0
2822|dropitems.drop_sack_m00|icon.weapon_apprentices_spellbook_i01|-1|0|8|0|2|0|0
2823|dropitems.drop_sack_m00|icon.etc_scroll_of_enchant_armor_i00|-1|0|8|0|2|0|0
2824|dropitems.drop_sack_m00|icon.etc_piece_of_paper_black_i00|-1|0|8|0|2|0|0
2825|dropitems.drop_sack_m00|icon.etc_piece_of_paper_gray_i00|-1|0|8|0|2|0|0
2826|dropitems.drop_sack_m00|icon.etc_coins_silver_i00|-1|0|8|0|2|0|0
2827|dropitems.drop_sack_m00|icon.etc_letter_blue_i00|-1|0|8|0|2|0|0
2828|dropitems.drop_sack_m00|icon.etc_letter_red_i00|-1|0|8|0|2|0|0
2829|dropitems.drop_sack_m00|icon.etc_recipe_red_i00|-1|0|8|0|2|0|0
2830|dropitems.drop_sack_m00|icon.etc_letter_white_i00|-1|0|8|0|2|0|0
2831|dropitems.drop_sack_m00|icon.etc_map_piece_ivory_i00|-1|0|8|0|2|0|0
2832|dropitems.drop_sack_m00|icon.weapon_heavy_chisel_i00|-1|0|8|0|2|0|0
2833|dropitems.drop_sack_m00|icon.etc_scroll_gray_i00|-1|0|8|0|2|0|0
2834|dropitems.drop_sack_m00|icon.etc_rib_black_i00|-1|0|8|0|2|0|0
2835|dropitems.drop_sack_m00|icon.etc_piece_bone_white_i00|-1|0|8|0|2|0|0
2836|dropitems.drop_sack_m00|icon.etc_molar_black_i00|-1|0|8|0|2|0|0
