id|name|description|rgb[0]|rgb[1]|rgb[2]
22840|a,Maluk Hunter\0|a,|9C|E8|A9
22841|a,Maluk Princess\0|a,|9C|E8|A9
22842|a,Maluk Banshee\0|a,|9C|E8|A9
22843|a,Maluk Sniper \0|a,|9C|E8|A9
22844|a,Dragon Knight\0|a,|9C|E8|A9
22845|a,Dragon Knight\0|a,|9C|E8|A9
22846|a,Elite Dragon Knight\0|a,|9C|E8|A9
22847|a,Dragon Knight Warrior \0|a,|9C|E8|A9
22848|a,Drake Leader\0|a,|9C|E8|A9
22849|a,Drake Warrior\0|a,|9C|E8|A9
22850|a,Drake Scout\0|a,|9C|E8|A9
22851|a,Drake Mage\0|a,|9C|E8|A9
22852|a,Dragon Guard\0|a,|9C|E8|A9
22853|a,Dragon Mage\0|a,|9C|E8|A9
22854|a,Bloody Karik\0|a,|9C|E8|A9
22855|a,Bloody Berserker\0|a,|9C|E8|A9
22856|a,Bloody Karinness\0|a,|9C|E8|A9
22857|a,Knoriks\0|a,Land Dragon's Patrol\0|9C|E8|A9
22858|a,Necromancer of the Valley\0|a,|9C|E8|A9
22859|a,Howl\0|a,Tracker\0|9C|E8|A9
22860|a,Hungry Parasitic Leech\0|a,|9C|E8|A9
22861|a,Hard Noxious Scorpion\0|a,|9C|E8|A9
22862|a,Drakos Hunter\0|a,|9C|E8|A9
22863|a,Fairy Warrior\0|a,|9C|E8|A9
22864|a,Fairy Warrior\0|a,Wicked\0|9C|E8|A9
22865|a,Fairy Warrior\0|a,Mature\0|9C|E8|A9
22866|a,Fairy Warrior\0|a,Imperfect\0|9C|E8|A9
22867|a,Fairy Warrior\0|a,Violent\0|9C|E8|A9
22868|a,Fairy Warrior\0|a,Brutal\0|9C|E8|A9
22869|a,Fairy Warrior\0|a,Fully Enraged\0|9C|E8|A9
22870|a,Fairy Warrior\0|a,Slightly Enraged\0|9C|E8|A9
22871|a,Fairy Rogue\0|a,|9C|E8|A9
22872|a,Fairy Rogue\0|a,Wicked\0|9C|E8|A9
22873|a,Fairy Rogue\0|a,Mature\0|9C|E8|A9
22874|a,Fairy Rogue\0|a,Imperfect\0|9C|E8|A9
22875|a,Fairy Rogue\0|a,Violent\0|9C|E8|A9
22876|a,Fairy Rogue\0|a,Brutal\0|9C|E8|A9
22877|a,Fairy Rogue\0|a,Fully Enraged\0|9C|E8|A9
22878|a,Fairy Rogue\0|a,Slightly Enraged\0|9C|E8|A9
22879|a,Fairy Knight\0|a,|9C|E8|A9
22880|a,Fairy Knight\0|a,Wicked\0|9C|E8|A9
22881|a,Fairy Knight\0|a,Mature\0|9C|E8|A9
22882|a,Fairy Knight\0|a,Imperfect\0|9C|E8|A9
22883|a,Fairy Knight\0|a,Violent\0|9C|E8|A9
22884|a,Fairy Knight\0|a,Brutal\0|9C|E8|A9
22885|a,Fairy Knight\0|a,Fully Enraged\0|9C|E8|A9
22886|a,Fairy Knight\0|a,Slightly Enraged\0|9C|E8|A9
22887|a,Satyr Wizard\0|a,|9C|E8|A9
22888|a,Satyr Wizard\0|a,Wicked\0|9C|E8|A9
22889|a,Satyr Wizard\0|a,Mature\0|9C|E8|A9
22890|a,Satyr Wizard\0|a,Imperfect\0|9C|E8|A9
22891|a,Satyr Wizard\0|a,Violent\0|9C|E8|A9
22892|a,Satyr Wizard\0|a,Brutal\0|9C|E8|A9
22893|a,Satyr Wizard\0|a,Fully Enraged\0|9C|E8|A9
22894|a,Satyr Wizard\0|a,Slightly Enraged\0|9C|E8|A9
22895|a,Satyr Summoner\0|a,|9C|E8|A9
22896|a,Satyr Summoner\0|a,Wicked\0|9C|E8|A9
22897|a,Satyr Summoner\0|a,Mature\0|9C|E8|A9
22898|a,Satyr Summoner\0|a,Imperfect\0|9C|E8|A9
22899|a,Satyr Summoner\0|a,Violent\0|9C|E8|A9
22900|a,Satyr Summoner\0|a,Brutal\0|9C|E8|A9
22901|a,Satyr Summoner\0|a,Fully Enraged\0|9C|E8|A9
22902|a,Satyr Summoner\0|a,Slightly Enraged\0|9C|E8|A9
22903|a,Satyr Witch\0|a,|9C|E8|A9
22904|a,Satyr Witch\0|a,Wicked\0|9C|E8|A9
22905|a,Satyr Witch\0|a,Mature\0|9C|E8|A9
22906|a,Satyr Witch\0|a,Imperfect\0|9C|E8|A9
22907|a,Satyr Witch\0|a,Violent\0|9C|E8|A9
22908|a,Satyr Witch\0|a,Brutal\0|9C|E8|A9
22909|a,Satyr Witch\0|a,Fully Enraged\0|9C|E8|A9
22910|a,Satyr Witch\0|a,Slightly Enraged\0|9C|E8|A9
22911|a,Orbis' Victim\0|a,|9C|E8|A9
22912|a,Orbis' Victim\0|a,|9C|E8|A9
22913|a,Orbis' Victim\0|a,|9C|E8|A9
22914|a,Orbis' Guard\0|a,|9C|E8|A9
22915|a,Orbis' Guard\0|a,|9C|E8|A9
22916|a,Orbis' Guard\0|a,|9C|E8|A9
22917|a,Orbis' Thrower\0|a,|9C|E8|A9
22918|a,Orbis' Thrower\0|a,|9C|E8|A9
22919|a,Orbis' Thrower\0|a,|9C|E8|A9
22920|a,Orbis' Thrower\0|a,Scout\0|9C|E8|A9
22921|a,Orbis' Curator\0|a,|9C|E8|A9
22922|a,Orbis' Curator\0|a,|9C|E8|A9
22923|a,Orbis' Curator\0|a,|9C|E8|A9
22924|a,Orbis' Ancient Hero\0|a,|9C|E8|A9
22925|a,Orbis' Ancient Hero\0|a,|9C|E8|A9
22926|a,Orbis' Chief Curator\0|a,|9C|E8|A9
22927|a,Orbis' Chief Curator\0|a,|9C|E8|A9
22928|a,Octavis' Gladiator\0|a,|9C|E8|A9
22929|a,Beast of the Arena\0|a,|9C|E8|A9
22930|a,Octavis' Chief Curator\0|a,|9C|E8|A9
22931|a,Krakia Bathus\0|a,|9C|E8|A9
22932|a,Krakia Carcass\0|a,|9C|E8|A9
22933|a,Krakia Lotus\0|a,|9C|E8|A9
22934|a,Rakzan\0|a,|9C|E8|A9
22935|a,Weiss Khan\0|a,|9C|E8|A9
22936|a,Weiss Ele\0|a,|9C|E8|A9
22937|a,Bamonti\0|a,|9C|E8|A9
22938|a,Seknus\0|a,|9C|E8|A9
22939|a,Demonic Bathus\0|a,|9C|E8|A9
22940|a,Demonic Carcass\0|a,|9C|E8|A9
22941|a,Demonic Lotus\0|a,|9C|E8|A9
22942|a,Demonic Rakzan\0|a,|9C|E8|A9
22943|a,Demonic Weiss Khan\0|a,|9C|E8|A9
22944|a,Demonic Weiss Ele\0|a,|9C|E8|A9
22945|a,Demonic Bamonti\0|a,|9C|E8|A9
22946|a,Demonic Seknus\0|a,|9C|E8|A9
22947|a,Garden Sentry\0|a,|9C|E8|A9
22948|a,Garden Scout\0|a,|9C|E8|A9
22949|a,Garden Commander\0|a,|9C|E8|A9
22950|a,Outdoor Gardener\0|a,|9C|E8|A9
22951|a,Garden Destroyer\0|a,|9C|E8|A9
22952|a,Garden Watchman\0|a,|9C|E8|A9
22953|a,Garden Scout\0|a,|9C|E8|A9
22954|a,Sun Garden Manager\0|a,|9C|E8|A9
22955|a,Sun Gardener\0|a,|9C|E8|A9
22956|a,Garden Commander\0|a,|9C|E8|A9
22957|a,Garden Warrior\0|a,|9C|E8|A9
22958|a,Moon Garden Manager\0|a,|9C|E8|A9
22959|a,Garden Protector\0|a,|9C|E8|A9
22960|a,Moon Gardener\0|a,|9C|E8|A9
22961|a,Garden Sentry\0|a,|9C|E8|A9
22962|a,Garden Commander\0|a,|9C|E8|A9
22963|a,Garden Warrior\0|a,|9C|E8|A9
22964|a,Apherus Lookout\0|a,Bewildered\0|9C|E8|A9
22965|a,Novice Phantom\0|a,|9C|E8|A9
22966|a,Novice Phantom Wizard \0|a,|9C|E8|A9
22967|a,Median Phantom\0|a,|9C|E8|A9
22968|a,Median Escort Swordsman\0|a,|9C|E8|A9
22969|a,Wraith Guardian\0|a,|9C|E8|A9
22970|a,Wraith Warrior\0|a,|9C|E8|A9
22971|a,Lizard Charmer\0|a,|9C|E8|A9
22972|a,Lizard Spearman\0|a,|9C|E8|A9
22973|a,Lizard Spearman\0|a,|9C|E8|A9
22974|a,Beast\0|a,Escort\0|9C|E8|A9
22975|a,Arcan Spirit\0|a,|9C|E8|A9
22976|a,Arcan Spirit\0|a,|9C|E8|A9
22977|a,Arcan Spirit\0|a,|9C|E8|A9
22978|a,Arcan Spirit\0|a,|9C|E8|A9
22979|a,Novice Escort Swordsman\0|a,|9C|E8|A9
22980|a,Novice Escort Wizard\0|a,|9C|E8|A9
22981|a,Median Escort Swordsman\0|a,|9C|E8|A9
22982|a,Escort Paladin\0|a,|9C|E8|A9
22983|a,Escort Warrior\0|a,|9C|E8|A9
22984|a,Nemertess\0|a,Escort\0|9C|E8|A9
22985|a,Spezion's Pawn\0|a,Prison Raider\0|9C|E8|A9
22986|a,Spezion's Pawn\0|a,Prison Raider\0|9C|E8|A9
22987|a,Spezion's Pawn\0|a,Prison Raider\0|9C|E8|A9
22988|a,Spezion's Pawn\0|a,Prison Raider\0|9C|E8|A9
22989|a,Spezion's Pawn\0|a,Prison Raider\0|9C|E8|A9
22990|a,Spezion's Pawn\0|a,Prison Raider\0|9C|E8|A9
22991|a,Crawler\0|a,Husk\0|9C|E8|A9
22992|a,Stalker\0|a,Husk\0|9C|E8|A9
22993|a,Critter\0|a,Husk\0|9C|E8|A9
22994|a,Avian\0|a,Husk\0|9C|E8|A9
22995|a,Rider\0|a,Husk\0|9C|E8|A9
22996|a,Krapher\0|a,Husk\0|9C|E8|A9
22997|a,Handyman\0|a,Embryo\0|9C|E8|A9
22998|a,Operative\0|a,Embryo\0|9C|E8|A9
22999|a,Kanilov\0|a,|9C|E8|A9
23000|a,Poslof\0|a,|9C|E8|A9
23001|a,Sakum\0|a,|9C|E8|A9
23002|a,Male Lachikion \0|a,|9C|E8|A9
23003|a,Male Lachikion \0|a,|9C|E8|A9
23004|a,Male Lachikion \0|a,Successor's Escort\0|9C|E8|A9
23005|a,Male Lachikion \0|a,Successor's Escort\0|9C|E8|A9
23006|a,Female Lachikion\0|a,|9C|E8|A9
23007|a,Female Lachikion\0|a,|9C|E8|A9
23008|a,Female Lachikion\0|a,Queen's Escort\0|9C|E8|A9
23009|a,Female Lachikion\0|a,Queen's Escort\0|9C|E8|A9
23010|a,Square Intruder\0|a,|9C|E8|A9
23011|a,Square Attacker\0|a,|9C|E8|A9
23012|a,Stronghold Protector\0|a,|9C|E8|A9
23013|a,Spirit Protector\0|a,|9C|E8|A9
23014|a,Vicious Dueler\0|a,|9C|E8|A9
23015|a,Vicious Swordsman\0|a,|9C|E8|A9
23016|a,Vicious Warrior\0|a,|9C|E8|A9
23017|a,Punisher of Sins\0|a,|9C|E8|A9
23018|a,Judge of Sins\0|a,|9C|E8|A9
23019|a,Arbitrator of Sins\0|a,|9C|E8|A9
23020|a,Giant Wild Boar\0|a,|9C|E8|A9
23021|a,Giant Venomous Spider\0|a,|9C|E8|A9
23022|a,Skeleton Warrior\0|a,Enraged\0|9C|E8|A9
23023|a,Ruin Bat\0|a,Enraged\0|9C|E8|A9
23024|a,Weary Jaguar\0|a,|9C|E8|A9
23025|a,Weary Jaguar Scout\0|a,|9C|E8|A9
23026|a,Sahara\0|a,|9C|E8|A9
23027|a,Taklacan\0|a,|9C|E8|A9
23028|a,Torumba\0|a,|9C|E8|A9
23029|a,Dopagen\0|a,|9C|E8|A9
23030|a,Taklacan\0|a,|9C|E8|A9
23031|a,Torumba\0|a,|9C|E8|A9
23032|a,Dopagen\0|a,|9C|E8|A9
23033|a,Failed Creation\0|a,|9C|E8|A9
23034|a,Failed Creation\0|a,|9C|E8|A9
23035|a,Failed Creation\0|a,|9C|E8|A9
23036|a,Failed Creation\0|a,|9C|E8|A9
23037|a,Failed Creation\0|a,|9C|E8|A9
23038|a,Angel Statue Keeper\0|a,|9C|E8|A9
23039|a,Fountain Keeper\0|a,|9C|E8|A9
23040|a,Goddess Statue Keeper\0|a,|9C|E8|A9
23041|a,Pan Direm\0|a,|9C|E8|A9
23042|a,Female Lachikion\0|a,|9C|E8|A9
23043|a,Female Lachikion\0|a,|9C|E8|A9
23044|a,Exhausted Vengeful Spirit \0|a,|9C|E8|A9
23045|a,Wings of Viciousness\0|a,|9C|E8|A9
23046|a,Byron's Knight\0|a,|9C|E8|A9
23047|a,Terestian\0|a,|9C|E8|A9
23048|a,Drill Demon\0|a,|9C|E8|A9
23049|a,Knight's Vengeful Spirit\0|a,|9C|E8|A9
23050|a,Escort Knight's Vengeful Spirit\0|a,|9C|E8|A9
23051|a,Byron's Confidant\0|a,|9C|E8|A9
23052|a,Evil Shadow\0|a,|9C|E8|A9
23053|a,Brutal Warrior\0|a,|9C|E8|A9
23054|a,Demon Knight\0|a,|9C|E8|A9
23055|a,Demon Priest\0|a,|9C|E8|A9
23056|a,Vampire Queen\0|a,|9C|E8|A9
23057|a,Bonehead Slave\0|a,|9C|E8|A9
23058|a,Platinum Tribe Soldier\0|a,|9C|E8|A9
23059|a,Platinum Tribe Archer\0|a,|9C|E8|A9
23060|a,Platinum Tribe Warrior\0|a,|9C|E8|A9
23061|a,Platinum Tribe Shaman\0|a,|9C|E8|A9
23062|a,Platinum Tribe Prefect\0|a,|9C|E8|A9
23063|a,Heaven's Palace Knight\0|a,|9C|E8|A9
23064|a,Heaven's Palace Fighter\0|a,|9C|E8|A9
23065|a,Heaven's Palace Terminator\0|a,|9C|E8|A9
23066|a,Heaven's Palace Priest\0|a,|9C|E8|A9
23067|a,Heaven's Palace Judge\0|a,|9C|E8|A9
23068|a,Heaven's Palace Sniper\0|a,|9C|E8|A9
23069|a,Vladimir's Warrior\0|a,|9C|E8|A9
23070|a,Lazearth' Warrior\0|a,|9C|E8|A9
23071|a,Beastian\0|a,|9C|E8|A9
23072|a,Birestian\0|a,|9C|E8|A9
23073|a,Kenneth Bastian \0|a,|9C|E8|A9
23074|a,Heaven's Palace Noble Warrior\0|a,|9C|E8|A9
23075|a,Heaven's Palace Noble Knight\0|a,|9C|E8|A9
23076|a,Restrained Soldier\0|a,|9C|E8|A9
23077|a,Nameless Lunacy\0|a,|9C|E8|A9
23078|a,Restrained Wizard\0|a,|9C|E8|A9
23079|a,Nameless Lunacy\0|a,|9C|E8|A9
23080|a,Corrupted Poison Cloud\0|a,|9C|E8|A9
23081|a,Restrained Vampire\0|a,Absorber of Light\0|9C|E8|A9
23082|a,Restrained Elite Soldier\0|a,|9C|E8|A9
23083|a,Nameless Berserker\0|a,|9C|E8|A9
23084|a,Restrained Elite Wizard\0|a,|9C|E8|A9
23085|a,Nameless Berserker\0|a,|9C|E8|A9
23086|a,Octavis' Gladiator\0|a,|9C|E8|A9
23087|a,Beast of the Arena\0|a,|9C|E8|A9
23088|a,Octavis' Chief Curator\0|a,|9C|E8|A9
23089|a,Hero of the Arena\0|a,Cursed\0|9C|E8|A9
23090|a,Hall Manager\0|a,|9C|E8|A9
23091|a,Hall Guard Warrior\0|a,|9C|E8|A9
23092|a,Hall Guard Warrior\0|a,|9C|E8|A9
23093|a,Hall Guard Healer\0|a,|9C|E8|A9
23094|a,Poisonous Spider\0|a,|9C|E8|A9
23095|a,Arachnid Predator\0|a,|9C|E8|A9
23096|a,Tumran Bugbear\0|a,|9C|E8|A9
23097|a,Skeleton Marauder\0|a,|9C|E8|A9
23098|a,Granite Golem\0|a,|9C|E8|A9
23099|a,Ant Soldier\0|a,|9C|E8|A9
23100|a,Ant Warrior Captain\0|a,|9C|E8|A9
23101|a,Slaughter Bathin\0|a,|9C|E8|A9
23102|a,Bathin's Knight\0|a,|9C|E8|A9
23103|a,Bathin's Wizard\0|a,|9C|E8|A9
23104|a,Elmoreden's Lady\0|a,|9C|E8|A9
23105|a,Elmoreden's Archer\0|a,|9C|E8|A9
23106|a,Elmoreden's Maid\0|a,|9C|E8|A9
23107|a,Elmoreden's Warrior\0|a,|9C|E8|A9
23108|a,Binder\0|a,|9C|E8|A9
23109|a,Bound Warrior\0|a,|9C|E8|A9
23110|a,Bound Archer\0|a,|9C|E8|A9
23111|a,Heaven's Palace Seraphim\0|a,|9C|E8|A9
23112|a,Heaven's Palace Seraphim Escort\0|a,|9C|E8|A9
23113|a,Crawler\0|a,Husk\0|9C|E8|A9
23114|a,Stalker\0|a,Husk\0|9C|E8|A9
23115|a,Critter\0|a,Husk\0|9C|E8|A9
23116|a,Avian\0|a,Husk\0|9C|E8|A9
23117|a,Rider\0|a,Husk\0|9C|E8|A9
23118|a,Krapher\0|a,Husk\0|9C|E8|A9
23119|a,Handyman\0|a,Embryo\0|9C|E8|A9
23120|a,Operative\0|a,Embryo\0|9C|E8|A9
23121|a,Thief\0|a,|9C|E8|A9
23122|a,Eyesaroch\0|a,Husk\0|9C|E8|A9
23123|a,Isolation Room Warden\0|a,|9C|E8|A9
23124|a,Istina's Creation\0|a,|9C|E8|A9
23125|a,Istina's Creation\0|a,|9C|E8|A9
23126|a,Elite Escort\0|a,Embryo\0|9C|E8|A9
23127|a,Elite Manhunter\0|a,Embryo\0|9C|E8|A9
23128|a,Elite Warrior\0|a,Embryo\0|9C|E8|A9
23129|a,Elite Alchemist\0|a,Embryo\0|9C|E8|A9
23130|a,Elite High Priest\0|a,Embryo\0|9C|E8|A9
23131|a,Executor Captain\0|a,Embryo\0|9C|E8|A9
23132|a,Shilen's Enchanter\0|a,Embryo\0|9C|E8|A9
23133|a,Shilen's Priest\0|a,Embryo\0|9C|E8|A9
23134|a,Shilen's Protector\0|a,Embryo\0|9C|E8|A9
23135|a,Shilen's Warrior\0|a,Embryo\0|9C|E8|A9
23136|a,Shilen's Mage\0|a,Embryo\0|9C|E8|A9
23137|a,Shilen's Assassin\0|a,Embryo\0|9C|E8|A9
23138|a,Shilen's Bladers\0|a,Embryo\0|9C|E8|A9
23139|a,Researcher\0|a,Embryo\0|9C|E8|A9
23140|a,Archer Recruit\0|a,Embryo\0|9C|E8|A9
23141|a,Soldier Recruit\0|a,Embryo\0|9C|E8|A9
23142|a,Knight Recruit\0|a,Embryo\0|9C|E8|A9
23143|a,Octavis' Gladiator\0|a,|9C|E8|A9
23144|a,Beast of the Arena\0|a,|9C|E8|A9
23145|a,Octavis' Gladiator\0|a,|9C|E8|A9
23146|a,Beast of the Arena\0|a,|9C|E8|A9
23147|a,Resurrected Creation\0|a,|9C|E8|A9
23148|a,Lunatic Creature\0|a,|9C|E8|A9
23149|a,Undead Creature\0|a,|9C|E8|A9
23150|a,Hellish Creature\0|a,|9C|E8|A9
23151|a,Shilen's Messenger\0|a,|9C|E8|A9
23152|a,Eyesaroch\0|a,|9C|E8|A9
23153|a,Achelando\0|a,|9C|E8|A9
23154|a,Styrindo\0|a,|9C|E8|A9
23155|a,Ashende\0|a,|9C|E8|A9
23156|a,Meforde\0|a,|9C|E8|A9
23157|a,Rorka\0|a,|9C|E8|A9
23158|a,Shumerun\0|a,|9C|E8|A9
23159|a,Accencio\0|a,Event Monster\0|9C|E8|A9
23160|a,Garden Chief Priest\0|a,|9C|E8|A9
23161|a,Garden Priest\0|a,|9C|E8|A9
23162|a,Corpse Devourer\0|a,|9C|E8|A9
23163|a,Corpse Absorber\0|a,|9C|E8|A9
23164|a,Corpse Shredder\0|a,|9C|E8|A9
23165|a,Plagueworm\0|a,|9C|E8|A9
23166|a,Contaminated Rotten Root\0|a,|9C|E8|A9
23167|a,Decayed Spore\0|a,|9C|E8|A9
23168|a,Swamp Tracker\0|a,|9C|E8|A9
23169|a,Swamp Assassin\0|a,|9C|E8|A9
23170|a,Swamp Watcher\0|a,|9C|E8|A9
23171|a,Corpse Collector\0|a,|9C|E8|A9
23172|a,Delegate of Blood\0|a,|9C|E8|A9
23173|a,Blood Aide\0|a,|9C|E8|A9
23174|a,Arbitor of Darkness\0|a,|9C|E8|A9
23175|a,Altar of Evil Spirit Offering Box\0|a,|9C|E8|A9
23176|a,Mutated Cerberos\0|a,|9C|E8|A9
23177|a,Dartanion\0|a,|9C|E8|A9
23178|a,Insane Phion\0|a,|9C|E8|A9
23179|a,Dimensional Rifter\0|a,|9C|E8|A9
23180|a,Hellgate Fighting Dog \0|a,|9C|E8|A9
23181|a,Succubus Soldier\0|a,|9C|E8|A9
23182|a,Succubus Warrior\0|a,|9C|E8|A9
23183|a,Succubus Archer\0|a,|9C|E8|A9
23184|a,Succubus Shaman\0|a,|9C|E8|A9
23185|a,Bloody Succubus\0|a,Succubus Disciple\0|9C|E8|A9
23186|a,Phantom Soldier\0|a,|9C|E8|A9
23187|a,Phantom Warrior\0|a,|9C|E8|A9
23188|a,Phantom Archer\0|a,|9C|E8|A9
23189|a,Phantom Shaman\0|a,|9C|E8|A9
23190|a,Phantom Martyr\0|a,|9C|E8|A9
23191|a,Succubus of Death\0|a,Succubus Disciple\0|9C|E8|A9
23192|a,Succubus of Darkness\0|a,Succubus Disciple\0|9C|E8|A9
23193|a,Apparition Destroyer\0|a,|9C|E8|A9
23194|a,Apparition Assassin\0|a,|9C|E8|A9
23195|a,Apparition Sniper\0|a,|9C|E8|A9
23196|a,Apparition Wizard\0|a,|9C|E8|A9
23197|a,Succubus of Lunacy\0|a,Succubus Disciple\0|9C|E8|A9
23198|a,Succubus of Silence\0|a,Succubus Disciple\0|9C|E8|A9
23199|a,Sadiac the Killer\0|a,|9C|E8|A9
23200|a,Turan the Severed Ghost\0|a,|9C|E8|A9
23201|a,Nagdu the Deformed Merman\0|a,|9C|E8|A9
23202|a,Hakal the Butchered\0|a,|9C|E8|A9
23203|a,Centa the Standing Beast\0|a,|9C|E8|A9
23204|a,Adidaiu of the Killer Fangs \0|a,|9C|E8|A9
23205|a,Haskal the Floating Ghost\0|a,|9C|E8|A9
23206|a,Samita the Ex-Torture Expert\0|a,|9C|E8|A9
23207|a,Gazem\0|a,Fortress Scout\0|9C|E8|A9
23208|a,Rosenia's Divine Spirit\0|a,|9C|E8|A9
23209|a,Kelbara the Dualsword Slaughterer\0|a,|9C|E8|A9
23210|a,Mandragora of Joy and Sorrow\0|a,|9C|E8|A9
23211|a,Mandragora of Prayer\0|a,|9C|E8|A9
23212|a,Scaldisect the Furious\0|a,|9C|E8|A9
23213|a,Beggar Zofan\0|a,|9C|E8|A9
23214|a,Beggar Zofan\0|a,|9C|E8|A9
23215|a,Zofan\0|a,|9C|E8|A9
23216|a,Zofan\0|a,|9C|E8|A9
23217|a,Young Zofan\0|a,|9C|E8|A9
23218|a,Young Zofan\0|a,|9C|E8|A9
23219|a,Engineer Zofan\0|a,|9C|E8|A9
23220|a,Kunda Watchman\0|a,|9C|E8|A9
23221|a,Adac the Engineer\0|a,Chief Engineer\0|9C|E8|A9
23222|a,Borok the Engineer\0|a,Chief Engineer\0|9C|E8|A9
23223|a,Koja the Engineer\0|a,Chief Engineer\0|9C|E8|A9
23224|a,Kunda Guardian\0|a,|9C|E8|A9
23225|a,Kunda Berserker\0|a,|9C|E8|A9
23226|a,Kunda Executor\0|a,|9C|E8|A9
23227|a,Beggar Zofan\0|a,|9C|E8|A9
23228|a,Beggar Zofan\0|a,|9C|E8|A9
23229|a,Zofan\0|a,|9C|E8|A9
23230|a,Zofan\0|a,|9C|E8|A9
23231|a,Young Zofan\0|a,|9C|E8|A9
23232|a,Young Zofan\0|a,|9C|E8|A9
23233|a,Engineer Zofan\0|a,Northern Device Supervisor\0|9C|E8|A9
23234|a,Engineer Zofan\0|a,Southern Device Supervisor\0|9C|E8|A9
23235|a,Kunda\0|a,|9C|E8|A9
23236|a,Kunda\0|a,|9C|E8|A9
23237|a,Engineer Zofan\0|a,|9C|E8|A9
23238|a,Kurklin the Shredder\0|a,|9C|E8|A9
23239|a,Heidmann\0|a,|9C|E8|A9
23240|a,Mandragora\0|a,|9C|E8|A9
23241|a,Mandragora\0|a,|9C|E8|A9
23242|a,Pafuron\0|a,|9C|E8|A9
23243|a,Krutati\0|a,|9C|E8|A9
23244|a,Alluring Irene\0|a,|9C|E8|A9
23245|a,Isaad\0|a,Watchman of the Eye of Infinity\0|9C|E8|A9
23246|a,Spicula 1\0|a,|9C|E8|A9
23247|a,Spicula 2\0|a,|9C|E8|A9
23248|a,Spicula 3\0|a,|9C|E8|A9
23249|a,Spicula 4\0|a,|9C|E8|A9
23250|a,Spicula 5\0|a,|9C|E8|A9
23251|a,Spicula 6\0|a,|9C|E8|A9
23252|a,Yin Spicula 1\0|a,|9C|E8|A9
23253|a,Yin Spicula 2\0|a,|9C|E8|A9
23254|a,Yin Spicula\0|a,|9C|E8|A9
23255|a,Light Golem\0|a,|9C|E8|A9
23256|a,Draw Golem\0|a,|9C|E8|A9
23257|a,Twosword Golem\0|a,|9C|E8|A9
23258|a,Crane Golem\0|a,|9C|E8|A9
23259|a,Broken-bodied Golem\0|a,|9C|E8|A9
23260|a,Summoned Golem Body\0|a,|9C|E8|A9
23261|a,Broken Berserk Golem\0|a,|9C|E8|A9
23262|a,Spicula Elite Soldier\0|a,|9C|E8|A9
23263|a,Broken Golem of Repairs\0|a,|9C|E8|A9
23264|a,Broken Drill Golem\0|a,|9C|E8|A9
23265|a,Broken Excavator Golem\0|a,|9C|E8|A9
23266|a,Broken Pincer Golem\0|a,|9C|E8|A9
23267|a,Screw Golem\0|a,|9C|E8|A9
23268|a,Spicula Scout Golem\0|a,|9C|E8|A9
23269|a,Battle Golem\0|a,|9C|E8|A9
23270|a,Patrol Fighter\0|a,|9C|E8|A9
23271|a,Patrol Archer\0|a,|9C|E8|A9
23272|a,Spicula Fighter\0|a,|9C|E8|A9
23273|a,Spicula Archer\0|a,|9C|E8|A9
23274|a,Spicula Elite Captain\0|a,|9C|E8|A9
23275|a,Spicula Captain\0|a,Elite\0|9C|E8|A9
23276|a,Chief Scout\0|a,|9C|E8|A9
23277|a,Ritual Offering\0|a,|9C|E8|A9
23278|a,Triol's Layperson\0|a,|9C|E8|A9
23279|a,Triol's Priest\0|a,|9C|E8|A9
23280|a,Temple Guard\0|a,|9C|E8|A9
23281|a,Temple Guard Captain\0|a,|9C|E8|A9
23282|a,Ritual Offering\0|a,|9C|E8|A9
23283|a,Triol's Believer\0|a,|9C|E8|A9
23284|a,Ritual Sacrifice\0|a,|9C|E8|A9
23285|a,Triol's Trooper\0|a,|9C|E8|A9
23286|a,Triol's Trooper\0|a,|9C|E8|A9
23287|a,Triol's Trooper\0|a,|9C|E8|A9
23288|a,Triol's Trooper\0|a,|9C|E8|A9
23289|a,Triol's Trooper\0|a,|9C|E8|A9
23290|a,Royal Knight\0|a,|9C|E8|A9
23291|a,Personal Magician\0|a,|9C|E8|A9
23292|a,Royal Guard\0|a,|9C|E8|A9
23293|a,Royal Guard Captain\0|a,|9C|E8|A9
23294|a,Chief Magician\0|a,|9C|E8|A9
23295|a,Operations Manager\0|a,|9C|E8|A9
23296|a,Chief Quartermaster\0|a,|9C|E8|A9
23297|a,Escort\0|a,|9C|E8|A9
23298|a,Royal Quartermaster\0|a,|9C|E8|A9
23299|a,Operations Chief of the 7th Division\0|a,|9C|E8|A9
23300|a,Commander of Operations\0|a,|9C|E8|A9
23301|a,Laido Destruction Golem\0|a,|9C|E8|A9
23302|a,Laido Golem of Repairs\0|a,|9C|E8|A9
23303|a,Spicula Elite Guard\0|a,|9C|E8|A9
23304|a,Spicula Larva\0|a,|9C|E8|A9
23305|a,Corroded Skeleton\0|a,|9C|E8|A9
23306|a,Rotten Corpse\0|a,|9C|E8|A9
23307|a,Corpse Spider\0|a,|9C|E8|A9
23308|a,Explosive Spider\0|a,|9C|E8|A9
23309|a,Corpse Looter Stakato\0|a,|9C|E8|A9
23310|a,Lesser Laikel\0|a,|9C|E8|A9
23311|a,Valley Buffalo\0|a,|9C|E8|A9
23312|a,Valley Grendel\0|a,|9C|E8|A9
23313|a,Disciple of Protection\0|a,|9C|E8|A9
