id|drop_mesh1|icon|durability|weight|material|crystallizable|body_part|handness|random_damage|weapon_type|crystal_type|mp_consume|SS_count|SPS_count|curvature|is_hero
11606|LineageWeapons.strengthening_bow_m00_wp|icon.weapon_strengthening_bow_i00|-1|623|8|1|7|5|5|6|1|2|6|2|1000|-1
11607|LineageWeapons.rapier_m00_wp|icon.weapon_rapier_i00|-1|507|8|1|27|9|40|11|1|0|2|2|1000|-1
11608|LineageWeapons.baghnakh_m00_wp|icon.weapon_baghnakh_i00|-1|513|8|1|7|7|5|5|1|0|2|2|1000|-1
11609|LineageWeapons.proof_of_revenge_m00_wp|icon.weapon_proof_of_revenge_i00|-1|200|8|1|27|1|10|7|1|0|2|2|1000|-1
11610|LineageWeapons.apprentices_staff_m00_wp|icon.weapon_apprentices_staff_i00|-1|353|14|1|7|4|20|2|1|0|2|2|1000|-1
11611|LineageWeapons.sword_of_priest_m00_wp|icon.weapon_sword_of_priest_i00|-1|507|51|1|27|1|10|1|1|0|2|2|1000|-1
11612|LineageWeapons.branch_of_life_m00_wp|icon.weapon_branch_of_life_i00|-1|207|8|1|27|1|10|7|1|0|2|2|1000|-1
11613|LineageWeapons.handiwork_dagger_m00_wp|icon.weapon_handiwork_dagger_i00|-1|367|49|1|27|12|5|3|1|0|2|2|1000|-1
11614|LineageWeapons.saber_m00_wp|icon.weapon_saber_i00|-1|507|8|1|27|1|10|1|1|0|2|2|1000|-1
11615|LineageWeapons.scalpel_m00_wp|icon.weapon_scalpel_i00|-1|603|8|1|27|1|20|2|1|0|2|2|1000|-1
11616|LineageWeapons.temptation_of_abyss_m00_wp|icon.weapon_temptation_of_abyss_i00|-1|203|8|1|27|1|10|7|1|0|2|2|1000|-1
11617|LineageWeapons.assassin_knife_m00_wp|icon.weapon_assassin_knife_i00|-1|367|8|1|27|12|5|3|1|0|2|2|1000|-1
11618|LineageWeapons.work_hammer_m00_wp|icon.weapon_work_hammer_i00|-1|597|8|1|27|1|20|2|1|0|2|2|1000|-1
11619|LineageWeapons.scroll_of_wisdom_m00_wp|icon.weapon_scroll_of_wisdom_i00|-1|203|18|1|27|1|10|7|1|0|2|2|1000|-1
11620|LineageWeapons.tulwar_m00_wp|icon.weapon_tulwar_i00|-1|700|8|1|7|2|15|13|1|0|2|2|1000|-1
11621|LineageWeapons.tulwar_m00_wp|icon.weapon_tulwar_i00|-1|700|8|1|7|2|15|13|1|0|2|2|1000|-1
11622|LineageWeapons.trident_m00_wp|icon.weapon_trident_i00|-1|700|6|1|7|4|10|4|1|0|2|2|1000|-1
11623|LineageWeapons.hand_axe_m00_wp|icon.weapon_hand_axe_i00|-1|607|8|1|27|1|20|2|1|0|2|2|1000|-1
11624|LineageWeapons.hunting_gun_m00_wp|icon.weapon_hunting_gun_i00|-1|623|8|1|7|8|10|12|1|0|3|2|1000|-1
11625|LineageWeapons.heavy_sword_m00_wp|icon.weapon_heavy_sword_i00|-1|507|8|1|7|2|10|1|1|0|2|2|1000|-1
11626|LineageWeapons.heavy_mace_m00_wp|icon.weapon_heavy_mace_i00|-1|600|8|1|27|1|20|2|1|0|2|2|1000|-1
11627|LineageWeapons.mace_of_prayer_m00_wp|icon.weapon_mace_of_prayer_i00|-1|433|8|1|27|1|20|2|1|0|2|2|1000|-1
11628|LineageWeapons.knights_sword_m00_wp|icon.weapon_knights_sword_i00|-1|500|8|1|27|1|10|1|1|0|2|2|1000|-1
11629|LineageWeapons.dark_elven_bow_m00_wp|icon.weapon_dark_elven_bow_i00|-1|610|8|1|7|5|5|6|1|2|6|2|1000|-1
11630|LineageWeapons.doom_hammer_m00_wp|icon.weapon_doom_hammer_i00|-1|400|8|1|27|1|20|2|1|0|2|2|1000|-1
11631|LineageWeapons.dwarven_trident_m00_wp|icon.weapon_dwarven_trident_i00|-1|697|8|1|7|4|10|4|1|0|2|2|1000|-1
11632|LineageWeapons.long_bow_m00_wp|icon.weapon_long_bow_i00|-1|610|8|1|7|5|5|6|1|2|6|2|1000|-1
11633|LineageWeapons.staff_of_mana_m00_wp|icon.weapon_staff_of_mana_i00|-1|347|13|1|7|4|20|2|1|0|2|2|1000|-1
11634|LineageWeapons.mystic_staff_m00_wp|icon.weapon_mystic_staff_i00|-1|347|13|1|7|4|20|2|1|0|2|2|1000|-1
11635|LineageWeapons.bastard_sword_m00_wp|icon.weapon_bastard_sword_i00|-1|503|51|1|27|1|10|1|1|0|2|2|1000|-1
11636|LineageWeapons.spinebone_sword_m00_wp|icon.weapon_spinebone_sword_i00|-1|503|14|1|27|1|10|1|1|0|2|2|1000|-1
11637|LineageWeapons.divine_tome_m00_wp|icon.weapon_divine_tome_i00|-1|190|8|1|27|1|10|7|1|0|2|2|1000|-1
11638|LineageWeapons.mace_of_judgment_m00_wp|icon.weapon_mace_of_judgment_i00|-1|427|8|1|27|1|20|2|1|0|2|2|1000|-1
11639|LineageWeapons.tulwar_m00_wp|icon.weapon_tulwar_i00|-1|693|8|1|7|2|15|13|1|0|2|2|1000|-1
11640|LineageWeapons.elven_bow_m00_wp|icon.weapon_elven_bow_i00|-1|617|2|1|7|5|5|6|1|2|6|2|1000|-1
11641|LineageWeapons.mace_of_miracle_m00_wp|icon.weapon_mace_of_miracle_i00|-1|417|8|1|27|1|20|2|1|0|2|2|1000|-1
11642|LineageWeapons.single-edged_jamadhr_m00_wp|icon.weapon_single-edged_jamadhr_i00|-1|517|8|1|7|7|5|5|1|0|2|2|1000|-1
11643|LineageWeapons.artisans_sword_m00_wp|icon.weapon_artisans_sword_i00|-1|500|8|1|27|1|10|1|1|0|2|2|1000|-1
11644|LineageWeapons.conjure_staff_m00_wp|icon.weapon_conjure_staff_i00|-1|343|1|1|7|4|20|2|1|0|2|2|1000|-1
11645|LineageWeapons.tomahawk_m00_wp|icon.weapon_tomahawk_i00|-1|593|6|1|27|1|20|2|1|0|2|2|1000|-1
11646|LineageWeapons.dirk_m00_wp|icon.weapon_dirk_i00|-1|363|8|1|27|12|5|3|1|0|2|2|1000|-1
11647|LineageWeapons.pike_m00_wp|icon.weapon_pike_i00|-1|697|8|1|7|4|10|4|1|0|2|2|1000|-1
11648|LineageWeapons.rapier_m00_wp|icon.weapon_rapier_i00|-1|500|8|1|27|9|40|11|1|0|2|2|1000|-1
11649|LineageWeapons.rapier_m00_wp|icon.weapon_rapier_i00|-1|500|8|1|27|9|40|11|1|0|2|2|1000|-1
11650|LineageWeapons.rapier_m00_wp|icon.weapon_rapier_i00|-1|500|8|1|27|9|40|11|1|0|2|2|1000|-1
11651|LineageWeapons.rapier_m00_wp|icon.weapon_rapier_i00|-1|500|8|1|27|9|40|11|1|0|2|2|1000|-1
11652|LineageWeapons.hunting_gun_m00_wp|icon.weapon_hunting_gun_i00|-1|617|8|1|7|8|10|12|1|0|4|2|1000|-1
11653|LineageWeapons.hunting_gun_m00_wp|icon.weapon_hunting_gun_i00|-1|617|8|1|7|8|10|12|1|0|4|2|1000|-1
11654|LineageWeapons.hunting_gun_m00_wp|icon.weapon_hunting_gun_i00|-1|617|8|1|7|8|10|12|1|0|4|2|1000|-1
11655|LineageWeapons.sword_of_magic_m00_wp|icon.weapon_sword_of_magic_i00|-1|323|6|1|27|1|10|1|1|0|2|2|1000|-1
11656|LineageWeapons.sword_of_mystic_m00_wp|icon.weapon_sword_of_mystic_i00|-1|327|51|1|27|1|10|1|1|0|2|2|1000|-1
11657|LineageWeapons.sword_of_occult_m00_wp|icon.weapon_sword_of_occult_i00|-1|323|51|1|27|1|10|1|1|0|2|2|1000|-1
11658|LineageWeapons.saber_m00_wp|icon.weapon_dual_sword_i00|-1|843|51|1|7|3|10|8|1|0|2|2|1000|-1
11659|LineageWeapons.gastraphetes_m00_wp|icon.weapon_gastraphetes_i00|-1|613|51|1|7|5|5|6|1|2|8|2|1000|-1
11660|LineageWeapons.knife_o'_silenus_m00_wp|icon.weapon_knife_o'_silenus_i00|-1|250|6|1|27|12|5|3|1|0|2|2|1000|-1
11661|LineageWeapons.dwarven_pike_m00_wp|icon.weapon_dwarven_pike_i00|-1|690|51|1|7|4|10|4|1|0|2|2|1000|-1
11662|LineageWeapons.dagger_of_mana_m00_wp|icon.weapon_dagger_of_mana_i00|-1|250|51|1|27|12|5|3|1|0|2|2|1000|-1
11663|LineageWeapons.staff_of_magicpower_m00_wp|icon.weapon_staff_of_magicpower_i00|-1|340|13|1|7|4|20|2|1|0|2|2|1000|-1
11664|LineageWeapons.mystic_knife_m00_wp|icon.weapon_mystic_knife_i00|-1|253|51|1|27|12|5|3|1|0|2|2|1000|-1
11665|LineageWeapons.triple-edged_jamadhr_m00_wp|icon.weapon_triple-edged_jamadhr_i00|-1|513|51|1|7|7|5|5|1|0|2|2|1000|-1
11666|LineageWeapons.spike_club_m00_wp|icon.weapon_spike_club_i00|-1|583|8|1|27|1|20|2|1|0|2|2|1000|-1
11667|LineageWeapons.twohanded_sword_m00_wp|icon.weapon_two_handed_sword_i00|-1|727|51|1|7|2|10|1|1|0|2|2|1000|-1
11668|LineageWeapons.rapier_m00_wp|icon.weapon_rapier_i00|-1|490|8|1|27|9|40|11|1|0|2|2|1000|-1
11669|LineageWeapons.rapier_m00_wp|icon.weapon_rapier_i00|-1|490|8|1|27|9|40|11|1|0|2|2|1000|-1
11670|LineageWeapons.elven_sword_m00_wp|icon.weapon_elven_sword_i00|-1|490|2|1|27|1|10|1|1|0|2|2|1000|-1
11671|LineageWeapons.war_hammer_m00_wp|icon.weapon_war_hammer_i00|-1|693|51|1|7|4|10|4|1|0|2|2|1000|-1
11672|LineageWeapons.conjure_knife_m00_wp|icon.weapon_conjure_knife_i00|-1|250|51|1|27|12|5|3|1|0|2|2|1000|-1
11673|LineageWeapons.kukuri_m00_wp|icon.weapon_kukuri_i00|-1|360|51|1|27|12|5|3|1|0|2|2|1000|-1
11674|LineageWeapons.hunting_gun_m00_wp|icon.weapon_hunting_gun_i00|-1|613|8|1|7|8|10|12|1|0|4|2|1000|-1
11675|LineageWeapons.crimson_sword_m00_wp|icon.weapon_crimson_sword_i00|-1|497|51|1|27|1|10|1|1|0|2|2|1000|-1
11676|LineageWeapons.tome_of_blood_m00_wp|icon.weapon_tome_of_blood_i00|-1|190|8|1|27|1|10|7|1|0|2|2|1000|-1
11677|LineageWeapons.tulwar_m00_wp|icon.weapon_tulwar_i00|-1|687|8|1|7|2|15|13|1|0|2|2|1000|-1
11678|LineageWeapons.blood_of_saints_m00_wp|icon.weapon_blood_of_saints_i00|-1|193|8|1|27|1|10|7|1|0|2|2|1000|-1
11679|LineageWeapons.saber_m00_wp|icon.weapon_dual_sword_i00|-1|837|51|1|7|3|10|8|1|0|3|3|1000|-1
11680|LineageWeapons.saber_m00_wp|icon.weapon_dual_sword_i00|-1|840|51|1|7|3|10|8|1|0|3|3|1000|-1
11681|LineageWeapons.saber_m00_wp|icon.weapon_dual_sword_i00|-1|843|51|1|7|3|10|8|1|0|3|3|1000|-1
11682|LineageWeapons.saber_m00_wp|icon.weapon_dual_sword_i00|-1|840|51|1|7|3|10|8|1|0|3|3|1000|-1
11683|LineageWeapons.strengthening_long_bow_m00_wp|icon.weapon_strengthening_long_bow_i00|-1|607|51|1|7|5|5|6|1|2|10|3|1000|-1
11684|LineageWeapons.knights_sword_m00_wp|icon.weapon_dual_sword_i00|-1|820|51|1|7|3|10|8|1|0|3|3|1000|-1
11685|LineageWeapons.maingauche_m00_wp|icon.weapon_maingauche_i00|-1|357|51|1|27|12|5|3|1|0|3|3|1000|-1
11686|LineageWeapons.morning_star_m00_wp|icon.weapon_morning_star_i00|-1|573|8|1|27|1|20|2|1|0|3|3|1000|-1
11687|LineageWeapons.bastard_sword_m00_wp|icon.weapon_dual_sword_i00|-1|833|51|1|7|3|10|8|1|0|3|3|1000|-1
11688|LineageWeapons.bastard_sword_m00_wp|icon.weapon_dual_sword_i00|-1|823|51|1|7|3|10|8|1|0|3|3|1000|-1
11689|LineageWeapons.bastard_sword_m00_wp|icon.weapon_dual_sword_i00|-1|823|51|1|7|3|10|8|1|0|3|3|1000|-1
11690|LineageWeapons.bastard_sword_m00_wp|icon.weapon_dual_sword_i00|-1|827|51|1|7|3|10|8|1|0|3|3|1000|-1
11691|LineageWeapons.bichhwa_m00_wp|icon.weapon_bichhwa_i00|-1|503|51|1|7|7|5|5|1|0|3|3|1000|-1
11692|LineageWeapons.mace_of_priest_m00_wp|icon.weapon_mace_of_priest_i00|-1|573|8|1|27|1|20|2|1|0|3|3|1000|-1
11693|LineageWeapons.goathead_staff_m00_wp|icon.weapon_goathead_staff_i00|-1|333|13|1|7|4|20|2|1|0|3|3|1000|-1
11694|LineageWeapons.saber_m00_wp|icon.weapon_dual_sword_i00|-1|837|51|1|7|3|10|8|1|0|3|3|1000|-1
11695|LineageWeapons.saber_m00_wp|icon.weapon_dual_sword_i00|-1|843|51|1|7|3|10|8|1|0|3|3|1000|-1
11696|LineageWeapons.sword_of_magic_fog_m00_wp|icon.weapon_sword_of_magic_fog_i00|-1|483|51|1|27|1|10|1|1|0|3|3|1000|-1
11697|LineageWeapons.skull_breaker_m00_wp|icon.weapon_skull_breaker_i00|-1|580|51|1|27|1|20|2|1|0|3|3|1000|-1
11698|LineageWeapons.spinebone_sword_m00_wp|icon.weapon_dual_sword_i00|-1|823|51|1|7|3|10|8|1|0|3|3|1000|-1
11699|LineageWeapons.spinebone_sword_m00_wp|icon.weapon_dual_sword_i00|-1|840|51|1|7|3|10|8|1|0|3|3|1000|-1
11700|LineageWeapons.spinebone_sword_m00_wp|icon.weapon_dual_sword_i00|-1|820|51|1|7|3|10|8|1|0|3|3|1000|-1
11701|LineageWeapons.hunting_gun_m00_wp|icon.weapon_hunting_gun_i00|-1|607|8|1|7|8|10|12|1|0|6|3|1000|-1
11702|LineageWeapons.rapier_m00_wp|icon.weapon_rapier_i00|-1|483|8|1|27|9|40|11|1|0|3|3|1000|-1
11703|LineageWeapons.winged_spear_m00_wp|icon.weapon_winged_spear_i00|-1|687|51|1|7|4|10|4|1|0|3|3|1000|-1
11704|LineageWeapons.artisans_sword_m00_wp|icon.weapon_dual_sword_i00|-1|823|51|1|7|3|10|8|1|0|3|3|1000|-1
11705|LineageWeapons.artisans_sword_m00_wp|icon.weapon_dual_sword_i00|-1|827|51|1|7|3|10|8|1|0|3|3|1000|-1
11706|LineageWeapons.maingauche_m00_wp|icon.weapon_maingauche_i01|-1|357|51|1|27|12|5|3|1|0|3|3|1000|-1
11707|LineageWeapons.tulwar_m00_wp|icon.weapon_tulwar_i00|-1|673|8|1|7|2|15|13|1|0|3|3|1000|-1
11708|LineageWeapons.tarbar_m00_wp|icon.weapon_tarbar_i00|-1|577|51|1|27|1|20|2|1|0|3|3|1000|-1
11709|LineageWeapons.crucifix_of_blood_m00_wp|icon.weapon_crucifix_of_blood_i00|-1|180|8|1|27|1|10|7|1|0|3|3|1000|-1
11710|LineageWeapons.giants_sword_m00_wp|icon.weapon_giants_sword_i00|-1|673|51|1|7|2|10|1|1|0|3|3|1000|-1
11711|LineageWeapons.giants_hammer_m00_wp|icon.weapon_giants_hammer_i00|-1|700|8|1|7|2|20|2|1|0|3|3|1000|-1
11712|LineageWeapons.hammer_in_flames_m00_wp|icon.weapon_hammer_in_flames_i00|-1|683|51|1|7|4|10|4|1|0|3|3|1000|-1
11713|LineageWeapons.heavy_bone_club_m00_wp|icon.weapon_heavy_bone_club_i00|-1|577|14|1|27|1|20|2|1|0|3|3|1000|-1
11714|LineageWeapons.sword_of_revolution_m00_wp|icon.weapon_sword_of_revolution_i00|-1|483|51|1|27|1|10|1|1|0|3|3|1000|-1
11715|LineageWeapons.demon_fangs_m00_wp|icon.weapon_demon_fangs_i00|-1|533|8|1|27|1|10|7|1|0|3|3|1000|-1
11716|LineageWeapons.knights_sword_m00_wp|icon.weapon_dual_sword_i00|-1|817|51|1|7|3|10|8|1|0|3|3|1000|-1
11717|LineageWeapons.knights_sword_m00_wp|icon.weapon_dual_sword_i00|-1|820|51|1|7|3|10|8|1|0|3|3|1000|-1
11718|LineageWeapons.bastard_sword_m00_wp|icon.weapon_dual_sword_i00|-1|820|51|1|7|3|10|8|1|0|3|3|1000|-1
11719|LineageWeapons.bastard_sword_m00_wp|icon.weapon_dual_sword_i00|-1|823|51|1|7|3|10|8|1|0|3|3|1000|-1
11720|LineageWeapons.spinebone_sword_m00_wp|icon.weapon_dual_sword_i00|-1|820|51|1|7|3|10|8|1|0|3|3|1000|-1
11721|LineageWeapons.spinebone_sword_m00_wp|icon.weapon_dual_sword_i00|-1|840|51|1|7|3|10|8|1|0|3|3|1000|-1
11722|LineageWeapons.artisans_sword_m00_wp|icon.weapon_dual_sword_i00|-1|823|51|1|7|3|10|8|1|0|3|3|1000|-1
11723|LineageWeapons.artisans_sword_m00_wp|icon.weapon_dual_sword_i00|-1|817|51|1|7|3|10|8|1|0|3|3|1000|-1
11724|LineageWeapons.rapier_m00_wp|icon.weapon_rapier_i00|-1|480|8|1|27|9|40|11|1|0|3|3|1000|-1
11725|LineageWeapons.glaive_m00_wp|icon.weapon_glaive_i00|-1|683|51|1|7|4|10|4|1|0|3|3|1000|-1
11726|LineageWeapons.mithril_dagger_m00_wp|icon.weapon_mithril_dagger_i00|-1|353|2|1|27|12|5|3|1|0|3|3|1000|-1
11727|LineageWeapons.bonebreaker_m00_wp|icon.weapon_bonebreaker_i00|-1|573|51|1|27|1|20|2|1|0|3|3|1000|-1
11728|LineageWeapons.cyclone_bow_m00_wp|icon.weapon_cyclone_bow_i00|-1|603|51|1|7|5|5|6|1|2|10|3|1000|-1
11729|LineageWeapons.life_stick_m00_wp|icon.weapon_life_stick_i00|-1|393|13|1|27|1|20|2|1|0|3|3|1000|-1
11730|LineageWeapons.scallop_jamadhr_m00_wp|icon.weapon_scallop_jamadhr_i00|-1|507|51|1|7|7|5|5|1|0|3|3|1000|-1
11731|LineageWeapons.atuba_mace_m00_wp|icon.weapon_atuba_mace_i00|-1|337|51|1|7|2|20|2|1|0|3|3|1000|-1
11732|LineageWeapons.atuba_hammer_m00_wp|icon.weapon_atuba_hammer_i00|-1|337|51|1|27|4|20|2|1|0|3|3|1000|-1
11733|LineageWeapons.elven_long_sword_m00_wp|icon.weapon_elven_long_sword_i00|-1|480|51|1|27|1|10|1|1|0|3|3|1000|-1
11734|LineageWeapons.tulwar_m00_wp|icon.weapon_tulwar_i00|-1|670|8|1|7|2|15|13|1|0|3|3|1000|-1
11735|LineageWeapons.hunting_gun_m00_wp|icon.weapon_hunting_gun_i00|-1|603|8|1|7|8|10|12|1|0|6|3|1000|-1
11736|LineageWeapons.claymore_m00_wp|icon.weapon_claymore_i00|-1|697|51|1|7|2|10|1|1|0|3|3|1000|-1
11737|LineageWeapons.ghost_staff_m00_wp|icon.weapon_ghost_staff_i00|-1|333|13|1|7|4|20|2|1|0|3|3|1000|-1
11738|LineageWeapons.saber_m00_wp|icon.weapon_dual_sword_i00|-1|807|51|1|7|3|10|8|2|0|2|2|1000|-1
11739|LineageWeapons.elven_sword_m00_wp|icon.weapon_dual_sword_i00|-1|813|51|1|7|3|10|8|2|0|2|2|1000|-1
11740|LineageWeapons.crimson_sword_m00_wp|icon.weapon_dual_sword_i00|-1|817|51|1|7|3|10|8|2|0|2|2|1000|-1
11741|LineageWeapons.crimson_sword_m00_wp|icon.weapon_dual_sword_i00|-1|813|51|1|7|3|10|8|2|0|2|2|1000|-1
11742|LineageWeapons.knights_sword_m00_wp|icon.weapon_dual_sword_i00|-1|810|51|1|7|3|10|8|2|0|2|2|1000|-1
11743|LineageWeapons.bastard_sword_m00_wp|icon.weapon_dual_sword_i00|-1|817|51|1|7|3|10|8|2|0|2|2|1000|-1
11744|LineageWeapons.spinebone_sword_m00_wp|icon.weapon_dual_sword_i00|-1|820|51|1|7|3|10|8|2|0|2|2|1000|-1
11745|LineageWeapons.artisans_sword_m00_wp|icon.weapon_dual_sword_i00|-1|807|51|1|7|3|10|8|2|0|2|2|1000|-1
11746|LineageWeapons.needle_wolverine_m00_wp|icon.weapon_needle_wolverine_i00|-1|347|51|1|27|12|5|3|2|0|2|2|1000|-1
11747|LineageWeapons.darkelven_dagger_m00_wp|icon.weapon_darkelven_dagger_i00|-1|350|51|1|27|12|5|3|2|0|2|2|1000|-1
11748|LineageWeapons.mystery_sword_m00_wp|icon.weapon_mystery_sword_i00|-1|477|51|1|27|1|10|1|2|0|2|2|1000|-1
11749|LineageWeapons.body_slasher_m00_wp|icon.weapon_body_slasher_i00|-1|677|51|1|7|4|10|4|2|0|2|2|1000|-1
11750|LineageWeapons.battle_axe_m00_wp|icon.weapon_battle_axe_i00|-1|573|51|1|27|1|20|2|2|0|2|2|1000|-1
11751|LineageWeapons.scythe_m00_wp|icon.weapon_scythe_i00|-1|680|51|1|7|4|10|4|2|0|2|2|1000|-1
11752|LineageWeapons.saber_m00_wp|icon.weapon_dual_sword_i00|-1|807|51|1|7|3|10|8|2|0|2|2|1000|-1
11753|LineageWeapons.soldat_estoc_m00_wp|icon.weapon_soldat_estoc_i00|-1|477|8|1|27|9|40|11|2|0|2|2|1000|-1
11754|LineageWeapons.schlaeger_m00_wp|icon.weapon_schlaeger_i00|-1|660|8|1|7|2|15|13|2|0|2|2|1000|-1
11755|LineageWeapons.skull_graver_m00_wp|icon.weapon_skull_graver_i00|-1|547|51|1|27|1|20|2|2|0|2|2|1000|-1
11756|LineageWeapons.stormbringer_m00_wp|icon.weapon_stormbringer_i00|-1|477|51|1|27|1|10|1|2|0|2|2|1000|-1
11757|LineageWeapons.stick_of_faith_m00_wp|icon.weapon_stick_of_faith_i00|-1|387|13|1|27|1|20|2|2|0|2|2|1000|-1
11758|LineageWeapons.arbalest_m00_wp|icon.weapon_arbalest_i00|-1|597|8|1|7|8|10|12|2|0|4|2|1000|-1
11759|LineageWeapons.crystallized_ice_bow_m00_wp|icon.weapon_crystallized_ice_bow_i00|-1|597|23|1|7|5|5|6|2|3|8|2|1000|-1
11760|LineageWeapons.orcish_glaive_m00_wp|icon.weapon_orcish_glaive_i00|-1|677|51|1|7|4|10|4|2|0|2|2|1000|-1
11761|LineageWeapons.war_pick_m00_wp|icon.weapon_war_pick_i00|-1|563|51|1|27|1|20|2|2|0|2|2|1000|-1
11762|LineageWeapons.cursed_dagger_m00_wp|icon.weapon_cursed_dagger_i00|-1|347|2|1|27|12|5|3|2|0|2|2|1000|-1
11763|LineageWeapons.chakram_m00_wp|icon.weapon_chakram_i00|-1|497|51|1|7|7|5|5|2|0|2|2|1000|-1
11764|LineageWeapons.crystal_staff_m00_wp|icon.weapon_crystal_staff_i00|-1|340|23|1|7|4|20|2|2|0|2|2|1000|-1
11765|LineageWeapons.big_hammer_m00_wp|icon.weapon_big_hammer_i00|-1|570|51|1|27|1|20|2|2|0|2|2|1000|-1
11766|LineageWeapons.flamberge_m00_wp|icon.weapon_flamberge_i00|-1|670|6|1|7|2|10|1|2|0|2|2|1000|-1
11767|LineageWeapons.heavy_doom_axe_m00_wp|icon.weapon_heavy_doom_axe_i00|-1|337|51|1|7|4|20|2|2|0|2|2|1000|-1
11768|LineageWeapons.heavy_doom_hammer_m00_wp|icon.weapon_heavy_doom_hammer_i00|-1|340|51|1|27|2|20|2|2|0|2|2|1000|-1
11769|LineageWeapons.knights_sword_m00_wp|icon.weapon_dual_sword_i00|-1|790|51|1|7|3|10|8|2|0|2|2|1000|-1
11770|LineageWeapons.bastard_sword_m00_wp|icon.weapon_dual_sword_i00|-1|810|51|1|7|3|10|8|2|0|2|2|1000|-1
11771|LineageWeapons.spinebone_sword_m00_wp|icon.weapon_dual_sword_i00|-1|797|51|1|7|3|10|8|2|0|2|2|1000|-1
11772|LineageWeapons.elven_sword_m00_wp|icon.weapon_dual_sword_i00|-1|803|51|1|7|3|10|8|2|0|2|2|1000|-1
11773|LineageWeapons.artisans_sword_m00_wp|icon.weapon_dual_sword_i00|-1|803|51|1|7|3|10|8|2|0|2|2|1000|-1
11774|LineageWeapons.crimson_sword_m00_wp|icon.weapon_dual_sword_i00|-1|797|51|1|7|3|10|8|2|0|2|2|1000|-1
11775|LineageWeapons.noble_elven_bow_m00_wp|icon.weapon_noble_elven_bow_i00|-1|587|2|1|7|5|5|6|2|3|8|2|1000|-1
11776|LineageWeapons.knuckle_dust_m00_wp|icon.weapon_knuckle_dust_i00|-1|497|51|1|7|7|5|5|2|0|2|2|1000|-1
11777|LineageWeapons.dwarven_warhammer_m00_wp|icon.weapon_dwarven_warhammer_i00|-1|557|51|1|27|1|20|2|2|0|2|2|1000|-1
11778|LineageWeapons.raid_sword_m00_wp|icon.weapon_raid_sword_i00|-1|473|51|1|27|1|10|1|2|0|2|2|1000|-1
11779|LineageWeapons.dagger_of_magicflame_m00_wp|icon.weapon_dagger_of_magicflame_i00|-1|250|51|1|27|12|5|3|2|0|2|2|1000|-1
11780|LineageWeapons.arbalest_m00_wp|icon.weapon_arbalest_i00|-1|590|8|1|7|8|10|12|2|0|5|2|1000|-1
11781|LineageWeapons.arbalest_m00_wp|icon.weapon_arbalest_i00|-1|590|8|1|7|8|10|12|2|0|5|2|1000|-1
11782|LineageWeapons.bech_de_corbin_m00_wp|icon.weapon_bech_de_corbin_i00|-1|673|51|1|7|4|10|4|2|0|2|2|1000|-1
11783|LineageWeapons.shamshir_m00_wp|icon.weapon_shamshir_i00|-1|473|51|1|27|1|10|1|2|0|2|2|1000|-1
11784|LineageWeapons.soldat_estoc_m00_wp|icon.weapon_soldat_estoc_i00|-1|473|8|1|27|9|40|11|2|0|2|2|1000|-1
11785|LineageWeapons.soldat_estoc_m00_wp|icon.weapon_soldat_estoc_i00|-1|473|8|1|27|9|40|11|2|0|2|2|1000|-1
11786|LineageWeapons.soldat_estoc_m00_wp|icon.weapon_soldat_estoc_i00|-1|473|8|1|27|9|40|11|2|0|2|2|1000|-1
11787|LineageWeapons.soldat_estoc_m00_wp|icon.weapon_soldat_estoc_i00|-1|473|8|1|27|9|40|11|2|0|2|2|1000|-1
11788|LineageWeapons.stiletto_m00_wp|icon.weapon_stiletto_i00|-1|343|51|1|27|12|5|3|2|0|2|2|1000|-1
11789|LineageWeapons.spirits_sword_m00_wp|icon.weapon_spirits_sword_i00|-1|473|51|1|27|1|10|1|2|0|2|2|1000|-1
11790|LineageWeapons.elemental_bow_m00_wp|icon.weapon_elemental_bow_i00|-1|590|51|1|7|5|5|6|2|3|8|2|1000|-1
11791|LineageWeapons.elven_sword_m00_wp|icon.weapon_dual_sword_i00|-1|803|51|1|7|3|10|8|2|0|2|2|1000|-1
11792|LineageWeapons.horn_of_glory_m00_wp|icon.weapon_horn_of_glory_i00|-1|180|8|1|27|1|10|7|2|0|2|2|1000|-1
11793|LineageWeapons.cursed_staff_m00_wp|icon.weapon_cursed_staff_i00|-1|333|13|1|7|4|20|2|2|0|2|2|1000|-1
11794|LineageWeapons.katana_m00_wp|icon.weapon_katana_i00|-1|473|51|1|27|1|10|1|2|0|2|2|1000|-1
11795|LineageWeapons.crimson_sword_m00_wp|icon.weapon_dual_sword_i00|-1|787|51|1|7|3|10|8|2|0|2|2|1000|-1
11796|LineageWeapons.sword_of_revolution_m00_wp|icon.weapon_dual_sword_i00|-1|787|51|1|7|3|10|8|2|0|2|2|1000|-1
11797|LineageWeapons.sword_of_revolution_m00_wp|icon.weapon_dual_sword_i00|-1|780|51|1|7|3|10|8|2|0|3|3|1000|-1
11798|LineageWeapons.elven_long_sword_m00_wp|icon.weapon_dual_sword_i00|-1|780|51|1|7|3|10|8|2|0|3|3|1000|-1
11799|LineageWeapons.stick_of_eternity_m00_wp|icon.weapon_stick_of_eternity_i00|-1|377|13|1|27|1|20|2|2|0|3|3|1000|-1
