id|dye_id|name|icon|symbol_add_name|symbol_add_desc
201|17645|a,Lv2 Giant's Dye of CON\0|a,icon.lv2_1_hena_con\0|a,Con+4 Str-3\0|a,Con+4 Str-3\0
202|17646|a,Lv2 Giant's Dye of INT\0|a,icon.lv2_1_hena_int\0|a,Int+4 Wit-3\0|a,Int+4 Wit-3\0
203|17647|a,Lv2 Giant's Dye of WIT\0|a,icon.lv2_1_hena_wit\0|a,Wit+4 Men-3\0|a,Wit+4 Men-3\0
204|17648|a,Lv2 Giant's Dye of MEN\0|a,icon.lv2_1_hena_men\0|a,Men+4 Int-3\0|a,Men+4 Int-3\0
205|17649|a,Lv2 Ancient Dye of STR\0|a,icon.lv2_2_hena_str\0|a,Str+4 Dex-3 Resistance to Fire +10\0|a,Str+4 Dex-3 Resistance to Fire +10\0
206|17650|a,Lv2 Ancient Dye of DEX\0|a,icon.lv2_2_hena_dex\0|a,Dex+4 Con-3 Resistance to Earth +10\0|a,Dex+4 Con-3 Resistance to Earth +10\0
207|17651|a,Lv2 Ancient Dye of CON\0|a,icon.lv2_2_hena_con\0|a,Con+4 Str-3 Resistance to Darkness+ 10\0|a,Con+4 Str-3 Resistance to Darkness+ 10\0
208|17652|a,Lv2 Ancient Dye of INT\0|a,icon.lv2_2_hena_int\0|a,Int+4 Wit-3 Resistance to Water+10\0|a,Int+4 Wit-3 Resistance to Water+10\0
209|17653|a,Lv2 Ancient Dye of WIT\0|a,icon.lv2_2_hena_wit\0|a,Wit+4 Men-3 Resistance to Wind+ 10\0|a,Wit+4 Men-3 Resistance to Wind+ 10\0
210|17654|a,Lv2 Ancient Dye of MEN\0|a,icon.lv2_2_hena_men\0|a,MEN+4 INT-3 Resistance to Holy+10\0|a,MEN+4 INT-3 Resistance to Holy+10\0
211|17655|a,Lv2 Legendary Dye of STR\0|a,icon.lv2_3_hena_str\0|a,Str+4 Dex-2 Resistance to Fire +10\0|a,Str+4 Dex-2 Resistance to Fire +10\0
212|17656|a,Lv2 Legendary Dye of DEX\0|a,icon.lv2_3_hena_dex\0|a,Dex+4 Con-2 Resistance to Earth +10\0|a,Dex+4 Con-2 Resistance to Earth +10\0
213|17657|a,Lv2 Legendary Dye of CON\0|a,icon.lv2_3_hena_con\0|a,Con+4 Str-2 Resistance to Darkness+ 10\0|a,Con+4 Str-2 Resistance to Darkness+ 10\0
214|17658|a,Lv2 Legendary Dye of INT\0|a,icon.lv2_3_hena_int\0|a,Int+4 Wit-2 Resistance to Water+10\0|a,Int+4 Wit-2 Resistance to Water+10\0
215|17659|a,Lv2 Legendary Dye of WIT\0|a,icon.lv2_3_hena_wit\0|a,Wit+4 Men-2 Resistance to Wind+ 10\0|a,Wit+4 Men-2 Resistance to Wind+ 10\0
216|17660|a,Lv2 Legendary Dye of MEN\0|a,icon.lv2_3_hena_men\0|a,MEN+4 INT-2 Resistance to Holy+10\0|a,MEN+4 INT-2 Resistance to Holy+10\0
217|17661|a,Str +5 Dex -4\0|a,icon.lv3_1_hena_str\0|a,Str+4 Dex-2\0|a,Str+4 Dex-2\0
218|17662|a,Dex +5 Con -4\0|a,icon.lv3_1_hena_dex\0|a,Dex+4 Con-2\0|a,Dex+4 Con-2\0
219|17663|a,Con +5 Str -4\0|a,icon.lv3_1_hena_con\0|a,Con+4 Str-2\0|a,Con+4 Str-2\0
220|17664|a,Int +5 Wit -4\0|a,icon.lv3_1_hena_int\0|a,Int+4 Wit-2\0|a,Int+4 Wit-2\0
221|17665|a,Wit +5 Men -4\0|a,icon.lv3_1_hena_wit\0|a,Wit+4 Men-2\0|a,Wit+4 Men-2\0
222|17666|a,Men +5 Int -4\0|a,icon.lv3_1_hena_men\0|a,Men+4 Int-2\0|a,Men+4 Int-2\0
223|17667|a,Str +5 Dex -4 Resistance to Fire +15\0|a,icon.lv3_2_hena_str\0|a,Str+4 Dex-2 Resistance to Fire +15\0|a,Str+4 Dex-2 Resistance to Fire +15\0
224|17668|a,Dex +5 Con -4 Resistance to Earth +15\0|a,icon.lv3_2_hena_dex\0|a,Dex+4 Con-2 Resistance to Earth +15\0|a,Dex+4 Con-2 Resistance to Earth +15\0
225|17669|a,Con +5 Str -4 Resistance to Darkness +15\0|a,icon.lv3_2_hena_con\0|a,Con+4 Str-2 Resistance to Darkness+15\0|a,Con+4 Str-2 Resistance to Darkness+15\0
226|17670|a,Int +5 Wit -4 Resistance to Water +15\0|a,icon.lv3_2_hena_int\0|a,Int+4 Wit-2 Resistance to Water+15\0|a,Int+4 Wit-2 Resistance to Water+15\0
227|17671|a,Wit +5 Men -4 Resistance to Wind +15\0|a,icon.lv3_2_hena_wit\0|a,Wit+4 Men-2 Resistance to Wind+15\0|a,Wit+4 Men-2 Resistance to Wind+15\0
228|17672|a,Men +5 Int -4 Resistance to Holy +15\0|a,icon.lv3_2_hena_men\0|a,MEN+4 INT-2 Resistance to Holy+15\0|a,MEN+4 INT-2 Resistance to Holy+15\0
229|17673|a,Str +5 Dex -3 Resistance to Fire +15\0|a,icon.lv3_3_hena_str\0|a,Str+4 Dex-1 Resistance to Fire +15\0|a,Str+4 Dex-1 Resistance to Fire +15\0
230|17674|a,Dex +5 Con -3 Resistance to Earth +15\0|a,icon.lv3_3_hena_dex\0|a,Dex+4 Con-1 Resistance to Earth +15\0|a,Dex+4 Con-1 Resistance to Earth +15\0
231|17675|a,Con +5 Str -3 Resistance to Darkness +15\0|a,icon.lv3_3_hena_con\0|a,Con+4 Str-1 Resistance to Darkness+15\0|a,Con+4 Str-1 Resistance to Darkness+15\0
232|17676|a,Int +5 Wit -3 Resistance to Water +15\0|a,icon.lv3_3_hena_int\0|a,Int+4 Wit-1 Resistance to Water+15\0|a,Int+4 Wit-1 Resistance to Water+15\0
233|17677|a,Wit +5 Men -3 Resistance to Wind +15\0|a,icon.lv3_3_hena_wit\0|a,Wit+4 Men-1 Resistance to Wind+15\0|a,Wit+4 Men-1 Resistance to Wind+15\0
234|17678|a,Men +5 Int -3 Resistance to Holy +15\0|a,icon.lv3_3_hena_men\0|a,MEN+4 INT-1 Resistance to Holy+15\0|a,MEN+4 INT-1 Resistance to Holy+15\0
235|17679|a,Str +5 Dex -2\0|a,icon.lv4_1_hena_str\0|a,Str+5 Dex-3\0|a,Str+5 Dex-3\0
236|17680|a,Dex +5 Con -2\0|a,icon.lv4_1_hena_dex\0|a,Dex+5 Con-3\0|a,Dex+5 Con-3\0
237|17681|a,Con +5 Str -2\0|a,icon.lv4_1_hena_con\0|a,Con+5 Str-3\0|a,Con+5 Str-3\0
238|17682|a,Int +5 Wit -2\0|a,icon.lv4_1_hena_int\0|a,Int+5 Wit-3\0|a,Int+5 Wit-3\0
239|17683|a,Wit +5 Men -2\0|a,icon.lv4_1_hena_wit\0|a,Wit+5 Men-3\0|a,Wit+5 Men-3\0
240|17684|a,Men +5 Int -2\0|a,icon.lv4_1_hena_men\0|a,Men+5 Int-3\0|a,Men+5 Int-3\0
241|17685|a,Str +5 Dex -2 Resistance to Fire +20\0|a,icon.lv4_2_hena_str\0|a,Str+5 Dex-3 Resistance to Fire +20\0|a,Str+5 Dex-3 Resistance to Fire +20\0
242|17686|a,Dex +5 Con -2 Resistance to Earth +20\0|a,icon.lv4_2_hena_dex\0|a,Dex+5 Con-3 Resistance to Earth +20\0|a,Dex+5 Con-3 Resistance to Earth +20\0
243|17687|a,Con +5 Str -2 Resistance to Darkness +20\0|a,icon.lv4_2_hena_con\0|a,Con+5 Str-3 Resistance to Darkness+20\0|a,Con+5 Str-3 Resistance to Darkness+20\0
244|17688|a,Int +5 Wit -2 Resistance to Water +20\0|a,icon.lv4_2_hena_int\0|a,Int+5 Wit-3 Resistance to Water+20\0|a,Int+5 Wit-3 Resistance to Water+20\0
245|17689|a,Wit +5 Men -2 Resistance to Wind +20\0|a,icon.lv4_2_hena_wit\0|a,Wit+5 Men-3 Resistance to Wind+20\0|a,Wit+5 Men-3 Resistance to Wind+20\0
246|17690|a,Men +5 Int -2 Resistance to Holy +20\0|a,icon.lv4_2_hena_men\0|a,MEN+5 INT-3 Resistance to Holy+20\0|a,MEN+5 INT-3 Resistance to Holy+20\0
247|17691|a,Lv4 Legendary Dye of STR\0|a,icon.lv4_3_hena_str\0|a,Str+5 Dex-1 Resistance to Fire +20\0|a,Str+5 Dex-1 Resistance to Fire +20\0
248|17692|a,Lv4 Legendary Dye of DEX\0|a,icon.lv4_3_hena_dex\0|a,Dex+5 Con-1 Resistance to Earth +20\0|a,Dex+5 Con-1 Resistance to Earth +20\0
249|17693|a,Lv4 Legendary Dye of CON\0|a,icon.lv4_3_hena_con\0|a,Con+5 Str-1 Resistance to Darkness+20\0|a,Con+5 Str-1 Resistance to Darkness+20\0
250|17694|a,Lv4 Legendary Dye of INT\0|a,icon.lv4_3_hena_int\0|a,Int+5 Wit-1 Resistance to Water+20\0|a,Int+5 Wit-1 Resistance to Water+20\0
251|17695|a,Lv4 Legendary Dye of WIT\0|a,icon.lv4_3_hena_wit\0|a,Wit+5 Men-1 Resistance to Wind+20\0|a,Wit+5 Men-1 Resistance to Wind+20\0
252|17696|a,Lv4 Legendary Dye of MEN\0|a,icon.lv4_3_hena_men\0|a,MEN+5 INT-1 Resistance to Holy+20\0|a,MEN+5 INT-1 Resistance to Holy+20\0
253|17697|a,Lv5 Giant's Dye of STR\0|a,icon.lv5_1_hena_str\0|a,Str+5\0|a,Str+5\0
254|17698|a,Lv5 Giant's Dye of DEX\0|a,icon.lv5_1_hena_dex\0|a,Dex+5\0|a,Dex+5\0
255|17699|a,Lv5 Giant's Dye of CON\0|a,icon.lv5_1_hena_con\0|a,Con+5\0|a,Con+5\0
256|17700|a,Lv5 Giant's Dye of INT\0|a,icon.lv5_1_hena_int\0|a,Int+5\0|a,Int+5\0
257|17701|a,Lv5 Giant's Dye of WIT\0|a,icon.lv5_1_hena_wit\0|a,Wit+5\0|a,Wit+5\0
258|17702|a,Lv5 Giant's Dye of MEN\0|a,icon.lv5_1_hena_men\0|a,Men+5\0|a,Men+5\0
259|17703|a,Lv5 Ancient Dye of STR\0|a,icon.lv5_2_hena_str\0|a,Str+5 Resistance to Fire +25\0|a,Str+5 Resistance to Fire +25\0
260|17704|a,Lv5 Ancient Dye of DEX\0|a,icon.lv5_2_hena_dex\0|a,Dex+5 Resistance to Earth +25\0|a,Dex+5 Resistance to Earth +25\0
261|17705|a,Lv5 Ancient Dye of CON\0|a,icon.lv5_2_hena_con\0|a,Con+5 Resistance to Darkness+25\0|a,Con+5 Resistance to Darkness+25\0
262|17706|a,Lv5 Ancient Dye of INT\0|a,icon.lv5_2_hena_int\0|a,Int+5 Resistance to Water+25\0|a,Int+5 Resistance to Water+25\0
263|17707|a,Lv5 Ancient Dye of WIT\0|a,icon.lv5_2_hena_wit\0|a,Wit+5 Resistance to Wind+25\0|a,Wit+5 Resistance to Wind+25\0
264|17708|a,Lv5 Ancient Dye of MEN\0|a,icon.lv5_2_hena_men\0|a,MEN+5 Resistance to Holy+25\0|a,MEN+5 Resistance to Holy+25\0
265|17709|a,Lv5 Legendary Dye of STR\0|a,icon.lv5_3_hena_str\0|a,Str+5 Dex+1 Resistance to Fire +25\0|a,Str+5 Dex+1 Resistance to Fire +25\0
266|17710|a,Lv5 Legendary Dye of DEX\0|a,icon.lv5_3_hena_dex\0|a,Dex+5 Con+1 Resistance to Earth +25\0|a,Dex+5 Con+1 Resistance to Earth +25\0
267|17711|a,Lv5 Legendary Dye of CON\0|a,icon.lv5_3_hena_con\0|a,Con+5 Str+1 Resistance to Darkness+25\0|a,Con+5 Str+1 Resistance to Darkness+25\0
268|17712|a,Lv5 Legendary Dye of INT\0|a,icon.lv5_3_hena_int\0|a,Int+5 Wit+1 Resistance to Water+25\0|a,Int+5 Wit+1 Resistance to Water+25\0
269|17713|a,Lv5 Legendary Dye of WIT\0|a,icon.lv5_3_hena_wit\0|a,Wit+5 Men+1 Resistance to Wind+25\0|a,Wit+5 Men+1 Resistance to Wind+25\0
270|17714|a,Lv5 Legendary Dye of MEN\0|a,icon.lv5_3_hena_men\0|a,MEN+5 INT+1 Resistance to Holy+25\0|a,MEN+5 INT+1 Resistance to Holy+25\0
271|22982|a,Lv1 Giant's Dye of STR\0|a,icon.lv1_1_hena_str\0|a,Str+3 Dex-2\0|a,Str+3 Dex-2\0
272|22983|a,Lv1 Giant's Dye of DEX\0|a,icon.lv1_1_hena_dex\0|a,Dex+3 Con-2\0|a,Dex+3 Con-2\0
273|22984|a,Lv1 Giant's Dye of CON\0|a,icon.lv1_1_hena_con\0|a,Con+3 Str-2\0|a,Con+3 Str-2\0
274|22985|a,Lv1 Giant's Dye of INT\0|a,icon.lv1_1_hena_int\0|a,Int+3 Wit-2\0|a,Int+3 Wit-2\0
275|22986|a,Lv1 Giant's Dye of WIT\0|a,icon.lv1_1_hena_wit\0|a,Wit+3 Men-2\0|a,Wit+3 Men-2\0
276|22987|a,Lv1 Giant's Dye of MEN\0|a,icon.lv1_1_hena_men\0|a,Men+3 Int-2\0|a,Men+3 Int-2\0
277|22988|a,Lv1 Ancient Dye of STR\0|a,icon.lv1_2_hena_str\0|a,Str+3 Dex-2 Resistance to Fire +5\0|a,Str+3 Dex-2 Resistance to Fire +5\0
278|22989|a,Lv1 Ancient Dye of DEX\0|a,icon.lv1_2_hena_dex\0|a,Dex+3 Con-2 Resistance to Earth+5\0|a,Dex+3 Con-2 Resistance to Earth+5\0
279|22990|a,Lv1 Ancient Dye of CON\0|a,icon.lv1_2_hena_con\0|a,Con+3 Str-2 Resistance to Dark+5\0|a,Con+3 Str-2 Resistance to Dark+5\0
280|22991|a,Lv1 Ancient Dye of INT\0|a,icon.lv1_2_hena_int\0|a,Int+3 Wit-2 Resistance to Water+5\0|a,Int+3 Wit-2 Resistance to Water+5\0
281|22992|a,Lv1 Ancient Dye of WIT\0|a,icon.lv1_2_hena_wit\0|a,Wit+3 Men-2 Resistance to Wind+5\0|a,Wit+3 Men-2 Resistance to Wind+5\0
282|22993|a,Lv1 Ancient Dye of MEN\0|a,icon.lv1_2_hena_men\0|a,Men+3 Int-2 Resistance to Holy+5\0|a,Men+3 Int-2 Resistance to Holy+5\0
283|22994|a,Lv1 Legendary Dye of STR\0|a,icon.lv1_3_hena_str\0|a,Str+3 Dex-1 Resistance to Fire +5\0|a,Str+3 Dex-1 Resistance to Fire +5\0
284|22995|a,Lv1 Legendary Dye of DEX\0|a,icon.lv1_3_hena_dex\0|a,Dex+3 Con-1 Resistance to Earth+5\0|a,Dex+3 Con-1 Resistance to Earth+5\0
285|22996|a,Lv1 Legendary Dye of CON\0|a,icon.lv1_3_hena_con\0|a,Con+3 Str-1 Resistance to Dark+5\0|a,Con+3 Str-1 Resistance to Dark+5\0
286|22997|a,Lv1 Legendary Dye of INT\0|a,icon.lv1_3_hena_int\0|a,Int+3 Wit-1 Resistance to Water+5\0|a,Int+3 Wit-1 Resistance to Water+5\0
287|22998|a,Lv1 Legendary Dye of WIT\0|a,icon.lv1_3_hena_wit\0|a,Wit+3 Men-1 Resistance to Wind+5\0|a,Wit+3 Men-1 Resistance to Wind+5\0
288|22999|a,Lv1 Legendary Dye of MEN\0|a,icon.lv1_3_hena_men\0|a,Men+3 Int-1 Resistance to Holy+5\0|a,Men+3 Int-1 Resistance to Holy+5\0
289|23000|a,Lv2 Giant's Dye of STR\0|a,icon.lv2_1_hena_str\0|a,Str+4 Dex-3\0|a,Str+4 Dex-3\0
290|23001|a,Lv2 Giant's Dye of DEX\0|a,icon.lv2_1_hena_dex\0|a,Dex+4 Con-3\0|a,Dex+4 Con-3\0
291|23002|a,Lv2 Giant's Dye of CON\0|a,icon.lv2_1_hena_con\0|a,Con+4 Str-3\0|a,Con+4 Str-3\0
292|23003|a,Lv2 Giant's Dye of INT\0|a,icon.lv2_1_hena_int\0|a,Int+4 Wit-3\0|a,Int+4 Wit-3\0
293|23004|a,Lv2 Giant's Dye of WIT\0|a,icon.lv2_1_hena_wit\0|a,Wit+4 Men-3\0|a,Wit+4 Men-3\0
294|23005|a,Lv2 Giant's Dye of MEN\0|a,icon.lv2_1_hena_men\0|a,Men+4 Int-3\0|a,Men+4 Int-3\0
295|23006|a,Lv2 Ancient Dye of STR\0|a,icon.lv2_2_hena_str\0|a,Str+4 Dex-3 Resistance to Fire +10\0|a,Str+4 Dex-3 Resistance to Fire +10\0
296|23007|a,Lv2 Ancient Dye of DEX\0|a,icon.lv2_2_hena_dex\0|a,Dex+4 Con-3 Resistance to Earth+10\0|a,Dex+4 Con-3 Resistance to Earth+10\0
297|23008|a,Lv2 Ancient Dye of CON\0|a,icon.lv2_2_hena_con\0|a,Con+4 Str-3 Resistance to Dark+10\0|a,Con+4 Str-3 Resistance to Dark+10\0
298|23009|a,Lv2 Ancient Dye of INT\0|a,icon.lv2_2_hena_int\0|a,Int+4 Wit-3 Resistance to Water+10\0|a,Int+4 Wit-3 Resistance to Water+10\0
299|23010|a,Lv2 Ancient Dye of WIT\0|a,icon.lv2_2_hena_wit\0|a,Wit+4 Men-3 Resistance to Wind+10\0|a,Wit+4 Men-3 Resistance to Wind+10\0
300|23011|a,Lv2 Ancient Dye of MEN\0|a,icon.lv2_2_hena_men\0|a,Men+4 Int-3 Resistance to Holy+10\0|a,Men+4 Int-3 Resistance to Holy+10\0
301|23012|a,Lv2 Legendary Dye of STR\0|a,icon.lv2_3_hena_str\0|a,Str+4 Dex-2 Resistance to Fire +10\0|a,Str+4 Dex-2 Resistance to Fire +10\0
302|23013|a,Lv2 Legendary Dye of DEX\0|a,icon.lv2_3_hena_dex\0|a,Dex+4 Con-2 Resistance to Earth+10\0|a,Dex+4 Con-2 Resistance to Earth+10\0
303|23014|a,Lv2 Legendary Dye of CON\0|a,icon.lv2_3_hena_con\0|a,Con+4 Str-2 Resistance to Dark+10\0|a,Con+4 Str-2 Resistance to Dark+10\0
304|23015|a,Lv2 Legendary Dye of INT\0|a,icon.lv2_3_hena_int\0|a,Int+4 Wit-2 Resistance to Water+10\0|a,Int+4 Wit-2 Resistance to Water+10\0
305|23016|a,Lv2 Legendary Dye of WIT\0|a,icon.lv2_3_hena_wit\0|a,Wit+4 Men-2 Resistance to Wind+10\0|a,Wit+4 Men-2 Resistance to Wind+10\0
306|23017|a,Lv2 Legendary Dye of MEN\0|a,icon.lv2_3_hena_men\0|a,Men+4 Int-2 Resistance to Holy+10\0|a,Men+4 Int-2 Resistance to Holy+10\0
307|23018|a,Lv3 Giant's Dye of STR\0|a,icon.lv3_1_hena_str\0|a,Str+5 Dex-4\0|a,Str+5 Dex-4\0
308|23019|a,Lv3 Giant's Dye of DEX\0|a,icon.lv3_1_hena_dex\0|a,Dex+5 Con-4\0|a,Dex+5 Con-4\0
309|23020|a,Lv3 Giant's Dye of CON\0|a,icon.lv3_1_hena_con\0|a,Con+5 Str-4\0|a,Con+5 Str-4\0
310|23021|a,Lv3 Giant's Dye of INT\0|a,icon.lv3_1_hena_int\0|a,Int+5 Wit-4\0|a,Int+5 Wit-4\0
311|23022|a,Lv3 Giant's Dye of WIT\0|a,icon.lv3_1_hena_wit\0|a,Wit+5 Men-4\0|a,Wit+5 Men-4\0
312|23023|a,Lv3 Giant's Dye of MEN\0|a,icon.lv3_1_hena_men\0|a,Men+5 Int-4\0|a,Men+5 Int-4\0
313|23024|a,Lv3 Ancient Dye of STR\0|a,icon.lv3_2_hena_str\0|a,Str+5 Dex-4 Resistance to Fire +15\0|a,Str+5 Dex-4 Resistance to Fire +15\0
314|23025|a,Lv3 Ancient Dye of DEX\0|a,icon.lv3_2_hena_dex\0|a,Dex+5 Con-4 Resistance to Earth+15\0|a,Dex+5 Con-4 Resistance to Earth+15\0
315|23026|a,Lv3 Ancient Dye of CON\0|a,icon.lv3_2_hena_con\0|a,Con+5 Str-4 Resistance to Dark+15\0|a,Con+5 Str-4 Resistance to Dark+15\0
316|23027|a,Lv3 Ancient Dye of INT\0|a,icon.lv3_2_hena_int\0|a,Int+5 Wit-4 Resistance to Water+15\0|a,Int+5 Wit-4 Resistance to Water+15\0
317|23028|a,Lv3 Ancient Dye of WIT\0|a,icon.lv3_2_hena_wit\0|a,Wit+5 Men-4 Resistance to Wind+15\0|a,Wit+5 Men-4 Resistance to Wind+15\0
318|23029|a,Lv3 Ancient Dye of MEN\0|a,icon.lv3_2_hena_men\0|a,Men+5 Int-4 Resistance to Holy+15\0|a,Men+5 Int-4 Resistance to Holy+15\0
319|23030|a,Lv3 Legendary Dye of STR\0|a,icon.lv3_3_hena_str\0|a,Str+5 Dex-3 Resistance to Fire +15\0|a,Str+5 Dex-3 Resistance to Fire +15\0
320|23031|a,Lv3 Legendary Dye of DEX\0|a,icon.lv3_3_hena_dex\0|a,Dex+5 Con-3 Resistance to Earth+15\0|a,Dex+5 Con-3 Resistance to Earth+15\0
321|23032|a,Lv3 Legendary Dye of CON\0|a,icon.lv3_3_hena_con\0|a,Con+5 Str-3 Resistance to Dark+15\0|a,Con+5 Str-3 Resistance to Dark+15\0
322|23033|a,Lv3 Legendary Dye of INT\0|a,icon.lv3_3_hena_int\0|a,Int+5 Wit-3 Resistance to Water+15\0|a,Int+5 Wit-3 Resistance to Water+15\0
323|23034|a,Lv3 Legendary Dye of WIT\0|a,icon.lv3_3_hena_wit\0|a,Wit+5 Men-3 Resistance to Wind+15\0|a,Wit+5 Men-3 Resistance to Wind+15\0
324|23035|a,Lv3 Legendary Dye of MEN\0|a,icon.lv3_3_hena_men\0|a,Men+5 Int-3 Resistance to Holy+15\0|a,Men+5 Int-3 Resistance to Holy+15\0
325|23036|a,Lv4 Giant's Dye of STR\0|a,icon.lv4_1_hena_str\0|a,Str+5 Dex-2\0|a,Str+5 Dex-2\0
326|23037|a,Lv4 Giant's Dye of DEX\0|a,icon.lv4_1_hena_dex\0|a,Dex+5 Con-2\0|a,Dex+5 Con-2\0
327|23038|a,Lv4 Giant's Dye of CON\0|a,icon.lv4_1_hena_con\0|a,Con+5 Str-2\0|a,Con+5 Str-2\0
328|23039|a,Lv4 Giant's Dye of INT\0|a,icon.lv4_1_hena_int\0|a,Int+5 Wit-2\0|a,Int+5 Wit-2\0
329|23040|a,Lv4 Giant's Dye of WIT\0|a,icon.lv4_1_hena_wit\0|a,Wit+5 Men-2\0|a,Wit+5 Men-2\0
330|23041|a,Lv4 Giant's Dye of MEN\0|a,icon.lv4_1_hena_men\0|a,Men+5 Int-2\0|a,Men+5 Int-2\0
331|23042|a,Lv4 Ancient Dye of STR\0|a,icon.lv4_2_hena_str\0|a,Str+5 Dex-2 Resistance to Fire +20\0|a,Str+5 Dex-2 Resistance to Fire +20\0
332|23043|a,Lv4 Ancient Dye of DEX\0|a,icon.lv4_2_hena_dex\0|a,Dex+5 Con-2 Resistance to Earth+20\0|a,Dex+5 Con-2 Resistance to Earth+20\0
333|23044|a,Lv4 Ancient Dye of CON\0|a,icon.lv4_2_hena_con\0|a,Con+5 Str-2 Resistance to Dark+20\0|a,Con+5 Str-2 Resistance to Dark+20\0
334|23045|a,Lv4 Ancient Dye of INT\0|a,icon.lv4_2_hena_int\0|a,Int+5 Wit-2 Resistance to Water+20\0|a,Int+5 Wit-2 Resistance to Water+20\0
335|23046|a,Lv4 Ancient Dye of WIT\0|a,icon.lv4_2_hena_wit\0|a,Wit+5 Men-2 Resistance to Wind+20\0|a,Wit+5 Men-2 Resistance to Wind+20\0
336|23047|a,Lv4 Ancient Dye of MEN\0|a,icon.lv4_2_hena_men\0|a,Men+5 Int-2 Resistance to Holy+20\0|a,Men+5 Int-2 Resistance to Holy+20\0
337|23048|a,Lv4 Legendary Dye of STR\0|a,icon.lv4_3_hena_str\0|a,Str+5 Dex-1 Resistance to Fire +20\0|a,Str+5 Dex-1 Resistance to Fire +20\0
338|23049|a,Lv4 Legendary Dye of DEX\0|a,icon.lv4_3_hena_dex\0|a,Dex+5 Con-1 Resistance to Earth+20\0|a,Dex+5 Con-1 Resistance to Earth+20\0
339|23050|a,Lv4 Legendary Dye of CON\0|a,icon.lv4_3_hena_con\0|a,Con+5 Str-1 Resistance to Dark+20\0|a,Con+5 Str-1 Resistance to Dark+20\0
340|23051|a,Lv4 Legendary Dye of INT\0|a,icon.lv4_3_hena_int\0|a,Int+5 Wit-1 Resistance to Water+20\0|a,Int+5 Wit-1 Resistance to Water+20\0
341|23052|a,Lv4 Legendary Dye of WIT\0|a,icon.lv4_3_hena_wit\0|a,Wit+5 Men-1 Resistance to Wind+20\0|a,Wit+5 Men-1 Resistance to Wind+20\0
342|23053|a,Lv4 Legendary Dye of MEN\0|a,icon.lv4_3_hena_men\0|a,Men+5 Int-1 Resistance to Holy+20\0|a,Men+5 Int-1 Resistance to Holy+20\0
343|23054|a,Lv5 Giant's Dye of STR\0|a,icon.lv5_1_hena_str\0|a,Str+5\0|a,Str+5\0
344|23055|a,Lv5 Giant's Dye of DEX\0|a,icon.lv5_1_hena_dex\0|a,Dex+5\0|a,Dex+5\0
345|23056|a,Lv5 Giant's Dye of CON\0|a,icon.lv5_1_hena_con\0|a,Con+5\0|a,Con+5\0
346|23057|a,Lv5 Giant's Dye of INT\0|a,icon.lv5_1_hena_int\0|a,Int+5\0|a,Int+5\0
347|23058|a,Lv5 Giant's Dye of WIT\0|a,icon.lv5_1_hena_wit\0|a,Wit+5\0|a,Wit+5\0
348|23059|a,Lv5 Giant's Dye of MEN\0|a,icon.lv5_1_hena_men\0|a,Men+5\0|a,Men+5\0
349|23060|a,Lv5 Ancient Dye of STR\0|a,icon.lv5_2_hena_str\0|a,Str+5 Resistance to Fire +25\0|a,Str+5 Resistance to Fire +25\0
350|23061|a,Lv5 Ancient Dye of DEX\0|a,icon.lv5_2_hena_dex\0|a,Dex+5 Resistance to Earth+25\0|a,Dex+5 Resistance to Earth+25\0
351|23062|a,Lv5 Ancient Dye of CON\0|a,icon.lv5_2_hena_con\0|a,Con+5 Resistance to Dark+25\0|a,Con+5 Resistance to Dark+25\0
352|23063|a,Lv5 Ancient Dye of INT\0|a,icon.lv5_2_hena_int\0|a,Int+5 Resistance to Water+25\0|a,Int+5 Resistance to Water+25\0
353|23064|a,Lv5 Ancient Dye of WIT\0|a,icon.lv5_2_hena_wit\0|a,Wit+5 Resistance to Wind+25\0|a,Wit+5 Resistance to Wind+25\0
354|23065|a,Lv5 Ancient Dye of MEN\0|a,icon.lv5_2_hena_men\0|a,Men+5 Resistance to Holy+25\0|a,Men+5 Resistance to Holy+25\0
355|23066|a,Lv5 Legendary Dye of STR\0|a,icon.lv5_3_hena_str\0|a,Str+5 Dex+1 Resistance to Fire +25\0|a,Str+5 Dex+1 Resistance to Fire +25\0
356|23067|a,Lv5 Legendary Dye of DEX\0|a,icon.lv5_3_hena_dex\0|a,Dex+5 Con+1 Resistance to Earth+25\0|a,Dex+5 Con+1 Resistance to Earth+25\0
357|23068|a,Lv5 Legendary Dye of CON\0|a,icon.lv5_3_hena_con\0|a,Con+5 Str+1 Resistance to Dark+25\0|a,Con+5 Str+1 Resistance to Dark+25\0
358|23069|a,Lv5 Legendary Dye of INT\0|a,icon.lv5_3_hena_int\0|a,Int+5 Wit+1 Resistance to Water+25\0|a,Int+5 Wit+1 Resistance to Water+25\0
359|23070|a,Lv5 Legendary Dye of WIT\0|a,icon.lv5_3_hena_wit\0|a,Wit+5 Men+1 Resistance to Wind+25\0|a,Wit+5 Men+1 Resistance to Wind+25\0
360|23071|a,Lv5 Legendary Dye of MEN\0|a,icon.lv5_3_hena_men\0|a,Men+5 Int+1 Resistance to Holy+25\0|a,Men+5 Int+1 Resistance to Holy+25\0
